,Name,Price,Menu,Menu_link_re,Menu_link_ye,Review_new,Star_new,Address_new,OpenTime_new,Amentities
397,Victor,,"Fried Dates,Mackerel Tartare,Le Burger,Smoked Paprika Prawns,Baccalau,Charred Octopus,Grilled Octopus,Roasted Oysters",,,15,4,"285 Nevins St\nBrooklyn, NY 11217\nSackett St & Degraw St\nGowanus\n",Mon\nClosed\nTue\nClosed\nWed\n5:00 PM - 10:00 PM\nThu\n5:00 PM - 10:00 PM\nFri\n5:00 PM - 11:00 PM\nSat\n5:00 PM - 11:00 PM\nSun\n5:00 PM - 10:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'Masks required', 'Staff wears masks'"
398,Sweet Brooklyn Bar And Grill,"Moderate, 11 to 30","Catfish,Banana Bourbon French Toast,Shrimp Tacos,Fish Tacos,Fried Shrimp,Turkey Bacon",http://www.sweetbkbar.com/,https://www.yelp.com/menu/sweet-brooklyn-bar-and-grill-brooklyn,436,4,"608 Nostrand Ave\nBrooklyn, NY 11216\nDean St & Atlantic Ave\nCrown Heights\n",Mon\n3:00 PM - 12:00 AM\nTue\n3:00 PM - 12:00 AM\nWed\n12:00 PM - 12:00 AM\nOpen now\nThu\n12:00 PM - 12:00 AM\nFri\n12:00 PM - 2:00 AM\nSat\n11:00 AM - 2:00 AM\nSun\n11:00 AM - 12:00 AM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks', 'About the Business', 'COVID-19 updates'"
399,Pollo D' Oro,"Moderate, 11 to 30","Lomo Saltado,Tacu Tacu Steak,Tallarines Saltado,Beef Empanadas,Lamb Shank,Ceviche Mixto,Chicken Empanadas,Pollo Saltado,Quarter Chicken,Papa a La Huancaina",https://www.pollodorobk.com/menu,,291,4,"306 Gold St\nBrooklyn, NY 11201\nJohnson St & Tech Pl\nDowntown Brooklyn\n",Mon\nClosed\nTue\n12:00 PM - 9:00 PM\nWed\n12:00 PM - 9:00 PM\nOpen now\nThu\n12:00 PM - 9:00 PM\nFri\n12:00 PM - 9:00 PM\nSat\n10:30 AM - 9:30 PM\nSun\n10:30 AM - 9:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'By Appointment Only', 'COVID-19 updates'"
400,BK Lobster Park Slope,"Moderate, 11 to 30","Fried Lobster,Chicken Wings,Classic Lobster Roll,Connecticut Roll,Salmon Cakes",https://bklobster.com/bk-lobster-parkslope/,https://www.yelp.com/menu/bk-lobster-park-slope-brooklyn-2,24,4,"494 4th Ave\nBrooklyn, NY 11215\n12th St & 11th St\nSouth Slope, Gowanus, Park Slope\n",Mon\nClosed\nTue\n11:00 AM - 10:00 PM\nWed\n11:00 AM - 10:00 PM\nOpen now\nThu\n11:00 AM - 10:00 PM\nFri\n11:00 AM - 11:00 PM\nSat\n11:00 AM - 11:00 PM\nSun\n12:00 PM - 8:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'Masks required', 'Staff wears masks'"
401,Somtum Der Redhook,,"Sai Krok Isan,Nue Rong Hai Der and Khao Ji,Spicy Pad Thai with Shrimp,Thai Tea Panna Cotta,Goong Chae Nam Pla,Larb Moo,Moo Ping or Nue Ping Kati Sod,Moo Rong Hai Der and Khao Ji,Tom Klong Pla Yang",http://www.somtumdernewyork.com/redhook/menu_redhook_lite.pdf,https://www.yelp.com/menu/somtum-der-redhook-new-york,53,4.5,"380 Van Brunt St\nNew York, NY 11231\nDikeman St & Van Dyke St\nRed Hook\n",Mon\n12:00 PM - 4:00 PM\n6:00 PM - 10:00 PM\nTue\n12:00 PM - 4:00 PM\n6:00 PM - 10:00 PM\nWed\n12:00 PM - 4:00 PM\n6:00 PM - 10:00 PM\nOpen now\nThu\n12:00 PM - 4:00 PM\n6:00 PM - 10:00 PM\nFri\n12:00 PM - 4:00 PM\n6:00 PM - 10:30 PM\nSat\n12:00 PM - 10:30 PM\nSun\n12:00 PM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
402,El Born,"Moderate, 11 to 30","Patatas Bravas,Grilled Octopus,Squid Ink Seafood Paella X2,Squid Ink Paella X2 With Paella Pan,Croquetas Del Dia,Cold Cuts Selection,Pica Pica Mix,Kit Vegetables Paella",,https://www.yelp.com/menu/el-born-brooklyn,350,4.5,"651 Manhattan Ave\nBrooklyn, NY 11222\nBedford Ave & Norman Ave\nGreenpoint\n",Mon\n4:00 PM - 10:00 PM\nTue\n4:00 PM - 10:00 PM\nWed\n4:00 PM - 10:00 PM\nThu\n4:00 PM - 10:00 PM\nFri\n4:00 PM - 10:00 PM\nSat\n12:00 PM - 10:00 PM\nSun\n12:00 PM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Vegan Options'"
403,Bungalow Bar,"Moderate, 11 to 30","Fish Tacos,Lobster Roll,Fish Sandwich,Surf and Turf,Fried Calamari,Signature Burger,Lobster Bisque,Pineapple Express,Crab Cakes,Chicken Quesadilla",https://bungalowbarny.com/wp-content/uploads/2019/10/BUNG_AllDay_FW19_FINAL.pdf,,558,4,"377 Beach 92nd St\nRockaway Beach, NY 11693\nSeaside\n",Mon\n12:00 PM - 9:00 PM\nTue\n12:00 PM - 9:00 PM\nWed\n12:00 PM - 9:00 PM\nOpen now\nThu\n12:00 PM - 9:00 PM\nFri\n12:00 PM - 10:00 PM\nSat\n12:00 PM - 10:00 PM\nSun\n12:00 PM - 9:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required'"
404,Winona's,,,,https://www.yelp.com/menu/winonas-brooklyn,13,5,"676 Flushing Ave\nBrooklyn, NY 11206\nWhipple St & Thornton St\nBedford Stuyvesant\n",Mon\n7:30 AM - 3:00 PM\nTue\n7:30 AM - 3:00 PM\nWed\n7:30 AM - 12:00 AM\nOpen now\nThu\n7:30 AM - 12:00 AM\nFri\n7:30 AM - 12:00 AM\nSat\n7:30 AM - 12:00 AM\nSun\n7:30 AM - 3:00 PM\n,'Outdoor Seating'
405,Flamingobaby Kitchen,,,,,4,5,"787 Union St\nBrooklyn, NY 11215\n6th Ave & 5th Ave\nPark Slope\n",Mon\nClosed\nTue\n11:30 AM - 6:00 PM\nWed\n11:30 AM - 6:00 PM\nOpen now\nThu\n11:30 AM - 6:00 PM\nFri\n11:30 AM - 7:00 PM\nSat\n9:30 AM - 7:00 PM\nSun\n9:30 AM - 4:30 PM\n,"'Offers Delivery', 'Offers Takeout', 'Proof of vaccination required', 'All staff fully vaccinated'"
406,Mayfield,"Moderate, 11 to 30","Kale Salad,Pork Chop,Mushroom Ravioli,Fried Oysters,Eggs Benedict,French Toast,Fish and Chips,Poached Eggs,Smoked Berkshire Pork Ribs,Fried Chicken Sandwich",,,551,4,"688 Franklin Ave\nBrooklyn, NY 11238\nProspect Pl & Park Pl\nCrown Heights\n",Mon\n5:00 PM - 10:00 PM\nTue\n5:00 PM - 10:00 PM\nWed\n5:00 PM - 10:00 PM\nThu\n5:00 PM - 10:00 PM\nFri\n5:00 PM - 11:00 PM\nSat\n12:00 PM - 11:00 PM\nSun\n12:00 PM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'About the Business'"
407,Miti Miti,"Moderate, 11 to 30","Shrimp Tacos Gluten Free,Pork Belly Tacos,Jerk Chicken Tacos,Crispy Fish Tacos,Western BBQ Steak Tacos Gluten Free,Lobster Guacamole Gluten Free,Lobster Quesadilla,Chicken Quesadilla",http://mitimitinyc.com/food-menu/,https://www.yelp.com/menu/miti-miti-brooklyn-2,1256,4,"138 5th Ave\nBrooklyn, NY 11217\nSterling Pl & Butler St\nPark Slope\n",Mon\n11:00 AM - 12:00 AM\nTue\n11:00 AM - 12:00 AM\nWed\n11:00 AM - 12:00 AM\nOpen now\nThu\n11:00 AM - 12:00 AM\nFri\n11:00 AM - 1:00 AM\nSat\n10:00 AM - 1:00 AM\nSun\n10:00 AM - 11:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'COVID-19 updates'"
408,Rucola,"Moderate, 11 to 30","Whole Roasted Brook Trout,Crudo,Roasted Chicken,Shells",,https://www.yelp.com/menu/rucola-brooklyn,506,4,"190 Dean St\nBrooklyn, NY 11217\nHoyt St & Bond St\nBoerum Hill\n",Mon\n8:00 AM - 11:00 PM\nTue\n8:00 AM - 11:00 PM\nWed\n8:00 AM - 11:00 PM\nOpen now\nThu\n8:00 AM - 11:00 PM\nFri\n8:00 AM - 11:00 PM\nSat\n9:00 AM - 11:00 PM\nSun\n9:00 AM - 11:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Staff wears masks'"
409,Taci’s Beyti,"Moderate, 11 to 30","Mixed Grill,Shepherd Salad,Pan-fried Calf's Liver Cubes,Kunefe,Baklava,Chicken Kebab,Adana Kebab,Shish Kebab,Doner Kebab,Lahmacun",http://tacisbeyti.com/menus.html,https://www.yelp.com/menu/taci-s-beyti-brooklyn,782,4.5,"1953 Coney Island Ave\nBrooklyn, NY 11223\nAvenue P & Quentin Rd\nMidwood, Gravesend\n",Mon\n12:00 PM - 11:00 PM\nTue\n12:00 PM - 11:00 PM\nWed\n12:00 PM - 11:00 PM\nOpen now\nThu\n12:00 PM - 11:00 PM\nFri\n12:00 PM - 11:00 PM\nSat\n12:00 PM - 11:00 PM\nSun\n12:00 PM - 11:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'About the Business', 'COVID-19 updates'"
410,The Gumbo Bros,"Moderate, 11 to 30","Nanny's Seafood Gumbo,Cajun Chicken and Sausage Gumbo,Fried Shrimp Po Boy,Mississippi Catfish Po Boy,Roast Beef Po Boy,Fried Chicken Po Boy,Fried Catfish Basket,Surf N Turf Po Boy",http://www.thegumbobros.com/menu/,https://www.yelp.com/menu/the-gumbo-bros-brooklyn,383,4.5,"224 Atlantic Ave\nBrooklyn, NY 11201\nCourt St & Boerum Pl\nCobble Hill\n",Mon\n12:00 PM - 9:00 PM\nTue\n12:00 PM - 9:00 PM\nWed\n12:00 PM - 9:00 PM\nOpen now\nThu\n12:00 PM - 9:00 PM\nFri\n12:00 PM - 9:00 PM\nSat\n12:00 PM - 9:00 PM\nSun\n12:00 PM - 9:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required'"
411,The Castello Plan,"Moderate, 11 to 30","Brooklyn Logger,Challah French Toast,Fried Chicken Sandwich,Stewed Mushroom Crostini,Breakfast Plan,Croque Madame,Fish Tacos,Charcuterie,Bloody Maria,Smoked Salmon Crostini",,https://www.yelp.com/menu/the-castello-plan-brooklyn,371,4,"1213 Cortelyou Rd\nBrooklyn, NY 11218\nWestminster Rd & Argyle Rd\nFlatbush\n",Mon\n10:00 AM - 10:00 PM\nTue\n10:00 AM - 10:00 PM\nWed\n10:00 AM - 10:00 PM\nOpen now\nThu\n10:00 AM - 11:00 PM\nFri\n10:00 AM - 11:00 PM\nSat\n10:00 AM - 11:00 PM\nSun\n10:00 AM - 9:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
412,Harlem Shake,,,https://www.harlemshakenyc.com/menus/,https://www.yelp.com/menu/harlem-shake-brooklyn,11,4,"119 5th Ave\nSterling pl\nBrooklyn, NY 11217\nSterling Pl & Baltic St\nPark Slope\n",Mon\n11:00 AM - 11:00 PM\nTue\n11:00 AM - 11:00 PM\nWed\n11:00 AM - 11:00 PM\nOpen now\nThu\n11:00 AM - 11:00 PM\nFri\n11:00 AM - 1:00 AM\nSat\n11:00 AM - 2:00 AM\nSun\nClosed\n,"'Offers Delivery', 'Offers Takeout', 'Outdoor Seating'"
413,Five Leaves,"Moderate, 11 to 30","Moroccan Scramble,Kale Salad,Sage Scrambled Egg Panini,Avocado Toast,Mushroom Toast,Honeycomb,Big Brekkie,Poached Eggs,Devils on Horseback,Flash Fried Oysters",http://www.fiveleavesny.com/,,1630,4,"18 Bedford Ave\nBrooklyn, NY 11222\nNassau Ave & Lorimer St\nGreenpoint\n",Mon\n8:00 AM - 11:00 PM\nTue\n8:00 AM - 11:00 PM\nWed\n8:00 AM - 11:00 PM\nOpen now\nThu\n8:00 AM - 11:00 PM\nFri\n8:00 AM - 11:00 PM\nSat\n8:00 AM - 11:00 PM\nSun\n8:00 AM - 11:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required'"
414,Colonia Verde,"Moderate, 11 to 30","Shrimp Tacos,Duck Confit Chilaquiles,Duck Confit Tacos,Roasted Chicken and Quinoa Bowl,Cv Burger,Cast Iron Blackened Pork Chop,Queso Fundido Con Rajas,Steak and Huevos Divorciados",http://coloniaverdenyc.com/#/menu,https://www.yelp.com/menu/colonia-verde-brooklyn,193,4,"219 Dekalb Ave\nBrooklyn, NY 11205\nAdelphi St & Clermont Ave\nFort Greene\n",Mon\nClosed\nTue\n12:00 PM - 4:00 PM\n5:00 PM - 10:00 PM\nWed\n12:00 PM - 4:00 PM\n5:00 PM - 10:00 PM\nOpen now\nThu\n12:00 PM - 4:00 PM\n5:00 PM - 10:00 PM\nFri\n12:00 PM - 4:00 PM\n5:00 PM - 11:00 PM\nSat\n12:00 PM - 4:00 PM\n5:00 PM - 11:00 PM\nSun\n5:00 PM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Accepts Credit Cards'"
415,Traif,"Splurge, Above 61","Berkshire Pork Belly,Moms Key Lime Pie,Crispy Soft Shell Crabs,Seared Foie,Vanilla Panna Cotta,Moulard Duck Confit,Glazed-confit Chicken Wings,Joes Chopped Chicken Livers,Dayboat Scallops,Sauteed Broccoli Rabe",http://traifny.com/images/traif_menu.pdf,https://www.yelp.com/menu/traif-brooklyn,1913,4.5,"229 S 4th St\nBrooklyn, NY 11211\nDriggs Ave & Roebling St\nWilliamsburg - South Side\n",Mon\n5:00 PM - 10:00 PM\nTue\n5:00 PM - 10:00 PM\nWed\n5:00 PM - 10:00 PM\nThu\n5:00 PM - 10:00 PM\nFri\n5:00 PM - 10:00 PM\nSat\n5:00 PM - 10:00 PM\nSun\n5:00 PM - 10:00 PM\n,"'Takes Reservations', 'No Delivery', 'No Takeout', 'Proof of vaccination required', 'COVID-19 updates'"
416,Diner,"Moderate, 11 to 30","Country Breakfast,Fried Chicken Sandwich,Scrambled Eggs,Poached Eggs,Fried Egg Sandwich,Polenta,Kale Salad,Grassfed",https://www.dinernyc.com/menus/,,756,4,"85 Broadway\nBrooklyn, NY 11249\nSouth Williamsburg\n",Mon\n11:00 AM - 3:30 PM\n5:00 PM - 10:00 PM\nTue\n11:00 AM - 3:30 PM\n5:00 PM - 10:00 PM\nWed\n11:00 AM - 3:30 PM\n5:00 PM - 10:00 PM\nOpen now\nThu\n11:00 AM - 3:30 PM\n5:00 PM - 10:00 PM\nFri\n11:00 AM - 3:30 PM\n5:00 PM - 10:00 PM\nSat\n11:00 AM - 3:30 PM\n5:00 PM - 10:00 PM\nSun\n11:00 AM - 3:30 PM\n5:00 PM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'About the Business'"
417,La Vara,"Spendy, 31 to 60","Berenjena Con Miel,Churros,Huevos Con Migas Aragonesas,Garbanzos Fritos,Cordero Al Ajo Cabail,Cuchifrito,Gurullos,Alcachofa,Patatas Bravas,El Quim",,https://www.yelp.com/menu/la-vara-brooklyn,380,4,"268 Clinton St\nBrooklyn, NY 11201\nCongress St & Veranda Pl\nCobble Hill\n",Mon\n5:00 PM - 11:00 PM\nTue\n5:00 PM - 11:00 PM\nWed\n5:00 PM - 11:00 PM\nThu\n5:00 PM - 11:00 PM\nFri\n5:00 PM - 12:00 AM\nSat\n11:30 AM - 12:00 AM\nSun\n11:30 AM - 10:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Vegan Options'"
418,Korzo,"Moderate, 11 to 30","Halusky,Apple Raisin Potato Latkes,Spring Arugula-beet Salad,Butternut Squash Pirogi",,https://www.yelp.com/menu/korzo-brooklyn,465,4,"667 5th Ave\nBrooklyn, NY 11215\n19th St & 20th St\nSouth Slope\n",Mon\n12:00 PM - 10:00 PM\nTue\n12:00 PM - 10:00 PM\nWed\n12:00 PM - 10:00 PM\nOpen now\nThu\n12:00 PM - 10:00 PM\nFri\n12:00 PM - 10:00 PM\nSat\n11:00 AM - 10:00 PM\nSun\n11:00 AM - 10:00 PM\n,"'Offers Takeout', 'No Reservations', 'No Delivery', 'Masks required', 'COVID-19 updates'"
419,Fornino,"Moderate, 11 to 30","Al Roker,Funghi Misti,Lombardi,Calabrese,Chicken Milanese,Caesar,Marinara",,https://www.yelp.com/menu/fornino-brooklyn-5,269,4,"Pier 6 Brooklyn Bridge Park\nBrooklyn, NY 11201\n",Mon\n12:00 PM - 8:00 PM\nTue\n12:00 PM - 8:00 PM\nWed\n12:00 PM - 8:00 PM\nOpen now\nThu\n12:00 PM - 8:00 PM\nFri\n12:00 PM - 8:00 PM\nSat\n11:00 AM - 9:00 PM\nSun\n11:00 AM - 9:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'Many Vegetarian Options', 'Accepts Credit Cards'"
420,Olea,"Moderate, 11 to 30","Green Eggs,Bacon Wrapped Dates,French Toast,Patatas Bravas,Turkish Breakfast,Goat Cheese Croquettes,Lamb Meatball Sandwich,Brussels,Whole Grain Farro Pasta,Romesco",https://www.oleabrooklyn.com/menus/,,930,4,"171 Lafayette Ave\nBrooklyn, NY 11238\nAdelphi St & Clermont Ave\nFort Greene\n",Mon\n11:00 AM - 3:45 PM\n4:30 PM - 10:00 PM\nTue\n11:00 AM - 3:45 PM\n4:30 PM - 10:00 PM\nWed\n11:00 AM - 10:00 PM\nOpen now\nThu\n11:00 AM - 3:45 PM\n4:30 PM - 10:00 PM\nFri\n11:00 AM - 3:45 PM\n4:30 PM - 10:30 PM\nSat\n10:00 AM - 3:45 PM\n4:30 PM - 10:30 PM\nSun\n10:00 AM - 3:45 PM\n4:30 PM - 10:00 PM\n,"'Offers Takeout', 'No Reservations', 'No Delivery', 'Proof of vaccination required', 'COVID-19 updates'"
421,Guevara's,,"Fried Eggplant Torta,Breakfast Torta,Torta Milanesa,Empanadas,Crispy Eggplant Sandwich,Coconut Ceviche,Chilaquiles,Matcha",,https://www.yelp.com/menu/guevaras-brooklyn,86,4.5,"39 Clifton Pl\nBrooklyn, NY 11238\nSt James Pl & Grand Ave\nClinton Hill\n",Mon\n7:00 AM - 6:00 PM\nTue\n7:00 AM - 6:00 PM\nWed\n7:00 AM - 6:00 PM\nOpen now\nThu\n7:00 AM - 6:00 PM\nFri\n7:00 AM - 6:00 PM\nSat\n7:00 AM - 6:00 PM\nSun\n7:00 AM - 6:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required'"
422,Maison Yaki,"Spendy, 31 to 60","Cauliflower Okonomiyaki,Mimosa Salmon Tartare,Endive Salad,Duck Rillette W/ Wasabi Hollandaise",http://www.maisonyaki.com/#menu,https://www.yelp.com/menu/maison-yaki-brooklyn,105,3.5,"626 Vanderbilt Ave\nBrooklyn, NY 11238\nProspect Pl & St Marks Ave\nProspect Heights\n",Mon\nClosed\nTue\n5:00 PM - 10:00 PM\nWed\n5:00 PM - 10:00 PM\nThu\n5:00 PM - 10:00 PM\nFri\n5:00 PM - 10:00 PM\nSat\n1:00 PM - 9:00 PM\nSun\n1:00 PM - 9:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Many Vegetarian Options'"
423,Llama Inn,"Spendy, 31 to 60","Pork Belly,Beef Tenderloin,Lomo Saltado,Lime Pie,Beef Heart,Quinoa Salad,Duck Sausage,Octopus Ceviche,Fluke Ceviche,Rock Shrimp",,https://www.yelp.com/menu/llama-inn-brooklyn,551,4,"50 Withers St\nBrooklyn, NY 11211\nUnion Ave & I-278\nWilliamsburg - North Side\n",Mon\n5:30 PM - 11:00 PM\nTue\n5:30 PM - 11:00 PM\nWed\n5:30 PM - 11:00 PM\nThu\n5:30 PM - 11:00 PM\nFri\n5:00 PM - 11:00 PM\nSat\n11:00 AM - 2:30 PM\n5:00 PM - 11:00 PM\nSun\n11:00 AM - 2:30 PM\n5:00 PM - 11:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required'"
424,Bar Bête,,"The Big Salad,Steak Tartare,Crispy Fish,Mushroom Brioche,Crispy Duck,Rolled Omelette,Clam Soup,Short Rib Bouilli,Steak Hache,Foie Gras Terrine",,,39,4.5,"263 Smith St\nBrooklyn, NY 11231\nDouglass St & Degraw St\nCobble Hill, Gowanus\n",Mon\n5:30 PM - 10:00 PM\nTue\n5:30 PM - 10:00 PM\nWed\n5:30 PM - 10:00 PM\nThu\n5:30 PM - 10:00 PM\nFri\n5:30 PM - 10:00 PM\nSat\n5:30 PM - 10:00 PM\nSun\nClosed\n,"'No Delivery', 'No Takeout', 'Accepts Credit Cards', 'Outdoor Seating'"
425,The Ryerson,,"Blue Crab Deviled Eggs,Chicken and Waffles,Fried Chicken Sandwich,Korean Fried Chicken Sandwich,Spare Ribs",,https://www.yelp.com/menu/the-ryerson-brooklyn,92,4.5,"698 Nostrand Ave\nBrooklyn, NY 11216\nProspect Pl & St Marks Ave\nCrown Heights\n",Mon\nClosed\nTue\nClosed\nWed\n4:00 PM - 10:00 PM\nThu\n4:00 PM - 10:00 PM\nFri\n4:00 PM - 11:00 PM\nSat\n11:00 AM - 11:00 PM\nSun\n11:00 AM - 9:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'COVID-19 updates'"
426,Manchego Koko,"Moderate, 11 to 30","Patatas Bravas,Kale & Quinoa Salad,Lamb Sliders,Big Eye Tuna Ceviche",https://manchegokoko.com/menu,https://www.yelp.com/menu/manchego-koko-brooklyn-5,155,4,"1502 Cortelyou Rd\nBrooklyn, NY 11226\nMarlborough Rd\nFlatbush\n",Mon\n5:00 PM - 9:00 PM\nTue\n5:00 PM - 9:00 PM\nWed\n5:00 PM - 9:00 PM\nThu\n5:00 PM - 9:00 PM\nFri\n5:00 PM - 9:00 PM\nSat\n5:00 PM - 9:00 PM\nSun\n5:00 PM - 9:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required'"
427,The Southern Comfort,"Moderate, 11 to 30","Codfish Fritters,Obama Salmon Burger,Sassy Shrimp,Catfish Nuggets,Roasted Salmon Comfortable Meal",,https://www.yelp.com/menu/the-southern-comfort-brooklyn-7,78,4,"377 Marcus Garvey Blvd\nBrooklyn, NY 11221\nJefferson Ave & Hancock St\nBedford Stuyvesant\n",Mon\n12:00 PM - 7:30 PM\nTue\n12:00 PM - 7:30 PM\nWed\n12:00 PM - 7:30 PM\nOpen now\nThu\n12:00 PM - 9:30 PM\nFri\n12:00 PM - 9:30 PM\nSat\n12:00 PM - 9:30 PM\nSun\n12:00 PM - 7:30 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Vegan Options', 'COVID-19 updates'"
428,Newyorktitlan,"Moderate, 11 to 30","Chilaquiles,Sope,Moyete,Huevos Con Chorizo,Pan Frances,Quesadilla",,https://www.yelp.com/menu/newyorktitlan-brooklyn,167,5,"1525 Gates Ave\nBrooklyn, NY 11237\nMyrtle Ave & Irving Ave\nBushwick\n",Mon\n10:00 AM - 5:00 PM\nTue\n10:00 AM - 3:15 PM\nWed\n10:00 AM - 3:15 PM\nOpen now\nThu\n10:00 AM - 5:00 PM\nFri\n10:00 AM - 5:00 PM\nSat\n9:00 AM - 4:00 PM\nSun\n9:00 AM - 4:00 PM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Proof of vaccination required', 'About the Business'"
429,Father Knows Best,"Moderate, 11 to 30","Breakfast Burrito,Egg Sandwich,Reuben Daddy Melt",,https://www.yelp.com/menu/father-knows-best-brooklyn,365,4,"611A Wilson Ave\nBrooklyn, NY 11207\nSchaefer St & Cooper St\nBushwick\n",Mon\n9:00 AM - 12:00 AM\nTue\n9:00 AM - 12:00 AM\nWed\n9:00 AM - 12:00 AM\nOpen now\nThu\n9:00 AM - 2:00 AM\nFri\n9:00 AM - 2:00 AM\nSat\n9:00 AM - 2:00 AM\nSun\n9:00 AM - 12:00 AM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required'"
430,Bijan's,"Moderate, 11 to 30","Lamb Burger,Hanger Steak Frites,Bijan Burger,Basil Shrimp,Smoked Eggplant,Pistachio Crusted Salmon,Persian Spiced Chicken Wings",http://www.bijansbrooklyn.com/content/ourmenu,https://www.yelp.com/menu/bijans-brooklyn-2,609,4,"81 Hoyt St\nBrooklyn, NY 11211\nBoerum Hill, Downtown Brooklyn\n",Mon\n11:00 AM - 12:00 AM\nTue\n11:00 AM - 12:00 AM\nWed\n11:00 AM - 12:00 AM\nOpen now\nThu\n11:00 AM - 12:00 AM\nFri\n11:00 AM - 2:00 AM\nSat\n11:00 AM - 1:00 AM\nSun\n11:00 AM - 12:00 AM\n,"'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks', 'About the Business'"
431,Dashi - Brooklyn,"Moderate, 11 to 30","Rooster Boy Fried Chicken Sandwich,Kara-age Fried Chicken Nuggets,Tuna Yukke Don,Sake Ikura Don,Kara-age Fried Chicken Nugget Bowl,Avocado BLT,Braised Pork Belly Chashu Don,Chicken Teriyaki Rice Bowl,Dashi Vegan Curry,Grilled Chicken Pho",https://www.dashibrooklyn.com/menus,https://www.yelp.com/menu/dashi-brooklyn-brooklyn-3,55,4.5,"119 Ingraham St\nFl 1\nBrooklyn, NY 11237\nKnickerbocker Ave & Porter Ave\nEast Williamsburg\n",Mon\n9:00 AM - 10:00 PM\nTue\n9:00 AM - 10:00 PM\nWed\n9:00 AM - 10:00 PM\nOpen now\nThu\n9:00 AM - 10:00 PM\nFri\n9:00 AM - 10:00 PM\nSat\n11:00 AM - 10:00 PM\nSun\n11:00 AM - 10:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'Vegan Options', 'Accepts Credit Cards', 'About the Business', 'COVID-19 updates'"
432,Lowerline,"Moderate, 11 to 30",,https://www.lowerlinebk.com/#beer-wine-section,,202,4.5,"794 Washington Ave\nBrooklyn, NY 11238\nSterling Pl & Lincoln Pl\nProspect Heights, Crown Heights\n",Mon\nClosed\nTue\n5:00 PM - 10:00 PM\nWed\n5:00 PM - 10:00 PM\nThu\n5:00 PM - 10:00 PM\nFri\n5:00 PM - 10:00 PM\nSat\n12:00 PM - 10:00 PM\nSun\n12:00 PM - 6:00 PM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Proof of vaccination required', 'COVID-19 updates'"
433,CZEN,"Spendy, 31 to 60","Berry Jerk Short Rib,Dumplings,Shanghai Jerk Chicken,Tempura Fish Cakes,Five-spice Glazed Salmon,Honey Butter Garlic Shrimp,Marley Medley,Bao Buns,Corn Soup",http://www.czenrestaurant.com/,https://www.yelp.com/menu/czen-brooklyn,110,4,"4410 Avenue H\nBrooklyn, NY 11234\n45th St & Troy Ave\nFlatlands, East Flatbush\n",Mon\nClosed\nTue\n2:00 PM - 12:00 AM\nWed\n2:00 PM - 12:00 AM\nThu\n2:00 PM - 12:00 AM\nFri\n2:00 PM - 12:00 AM\nSat\n12:00 PM - 12:00 AM\nSun\n12:00 PM - 12:00 AM\n,"'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required', 'About the Business'"
