,Name,Price,Review_num,Star,Address,Menu,Menu_link_re,Menu_link_ye,Time
676,Rolo's,"Sandwiches,",50 reviews,4.5 star rating,"[""Rolo's\n50 reviews\nClaimed\nSandwiches, Desserts, Cocktail Bars\nEdit\nClosed11:00 AM - 9:00 PM"", '50 reviews', '', 'Location & Hours', '853 Onderdonk Ave\nRidgewood, NY 11385\nRidgewood\nGet directions', '853 Onderdonk Ave\nRidgewood, NY 11385\nRidgewood', 'Mon\nClosed\nTue\nClosed\nWed\n11:00 AM - 9:00 PM\nThu\n11:00 AM - 9:00 PM\nClosed now\nFri\n11:00 AM - 9:00 PM\nSat\n11:00 AM - 9:00 PM\nSun\n11:00 AM - 9:00 PM\nEdit business info', 'Amenities and More', 'Offers Takeout', 'Masks required', 'Staff wears masks', 'Outdoor Seating', 'Ask the Community', 'Is the tomato focaccia vegan?', 'No answers yet. Answer this question', 'http://rolosnyc.com', '(718) 417-6567', 'Get Directions\n853 Onderdonk Ave Ridgewood, NY 11385', 'Message the Business', '', ""Frequently Asked Questions about Rolo's""]",['Meatball Parm\n6 Photos 6 Reviews\nBolus\n4 Photos 6 Reviews\nTomato Pie\n2 Photos 4 Reviews\nGrilled Porchetta Sandwich\n2 Photos 3 Reviews\nSticky Bun\n1 Photo 2 Reviews\nTomato Focaccia\n1 Photo 2 Reviews\nSpicy Peanut Tofu\n1 Photo 2 Reviews\nPorchetta Tomato Toast\n1 Photo 1 Review\nOlive Focaccia\n2 Photos 1 Review\nPotato Croquettes\n2 Photos 1 Review'],,,11:00 AM - 9:00 PM
677,Ok Canaan Taiwanese Gourmet 台灣好滋味,$$,74 reviews,4.5 star rating,"['Ok Canaan Taiwanese Gourmet 台灣好滋味\n74 reviews\nClaimed\n$$ Taiwanese\nEdit\nClosed', '74 reviews', '', 'Location & Hours', '43-18 Main St\nFlushing, NY 11355\nDowntown Flushing, Flushing\nGet directions', '43-18 Main St\nFlushing, NY 11355\nDowntown Flushing, Flushing', 'Mon\nClosed\nTue\n12:00 PM - 8:00 PM\nWed\n12:00 PM - 8:00 PM\nThu\nClosed\nClosed now\nFri\n12:00 PM - 8:00 PM\nSat\n12:00 PM - 8:00 PM\nSun\n12:00 PM - 8:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Many Vegetarian Options', 'Accepts Credit Cards', 'Ask the Community', '(718) 886-8844', 'Get Directions\n43-18 Main St Flushing, NY 11355', '', 'Frequently Asked Questions about Ok Canaan Taiwanese Gourmet 台灣好滋味']",['Stinky Tofu\n12 Photos 14 Reviews\nBeef Noodle Soup\n4 Photos 9 Reviews\nThree Cup Chicken\n5 Photos 8 Reviews\nSalt and Pepper Chicken\n1 Photo 5 Reviews\nPork Chop\n5 Photos 3 Reviews\nSmoked Duck\n5 Photos 3 Reviews\nStir Fry Rice Noodles\n3 Photos 5 Reviews\nBraised Pork\n4 Photos 5 Reviews\nHouse Special Egg Tofu\n1 Photo 2 Reviews\nSalt and Pepper Pork\n2 Photos 2 Reviews'],,,
678,Smoke House Appetizers,$$$,15 reviews,5 star rating,"['Smoke House Appetizers\n15 reviews\nUnclaimed\n$$$ Barbeque, Seafood\nEdit\nClosed9:00 AM - 3:00 PM', '15 reviews']",[],,,9:00 AM - 3:00 PM
679,Filipino BBQ,"Food Court,",6 reviews,3.5 star rating,"['Filipino BBQ\n6 reviews\nClaimed\nFood Court, Filipino\nEdit', '6 reviews', '', 'Menu', 'Location & Hours', 'Located in:\nHK Food Court 香港美食城\n8202 45th Ave\nElmhurst, NY 11373\nElmhurst\nGet directions', 'Located in:\nHK Food Court 香港美食城\n8202 45th Ave\nElmhurst, NY 11373\nElmhurst', 'Edit business info', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'Ask the Community', 'https://filipino-bbq.business.…', '(929) 463-8638', 'Get Directions\n8202 45th Ave Elmhurst, NY 11373', 'Message the Business', '', 'Frequently Asked Questions about Filipino BBQ']",[],,['https://www.yelp.com/menu/filipino-bbq-elmhurst'],
680,Boutique Bistro Bar,$$,126 reviews,4 star rating,"['Boutique Bistro Bar\n126 reviews\nClaimed\n$$ French, Mediterranean, Breakfast & Brunch\nEdit\nClosed11:00 AM - 10:00 PM', '126 reviews', '', 'Menu', 'Location & Hours', '33-01 Ditmars Blvd\nAstoria, NY 11105\nAstoria\nGet directions', '33-01 Ditmars Blvd\nAstoria, NY 11105\nAstoria', 'Mon\n11:00 AM - 10:00 PM\nTue\n11:00 AM - 10:00 PM\nWed\n11:00 AM - 10:00 PM\nThu\n11:00 AM - 10:00 PM\nClosed now\nFri\n11:00 AM - 11:00 PM\nSat\n11:00 AM - 11:00 PM\nSun\n11:00 AM - 10:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'Ask the Community', 'Is this place still byob? even on valentines day?', 'We just got our liquor license so we are no longer BYOB. Thank you!\nSimon A., Business Owner  2 years ago\nView question details', 'Is there a corkage fee for the BYOB?', 'Hi there, We do not charge a corkage fee as long as every person orders an entree. Regards\nSimon A., Business Owner  2 years ago 1 person found this helpful\nView 1 more answer', 'https://boutique-bistro-bar.bu…', '(929) 666-7761', 'Get Directions\n33-01 Ditmars Blvd Astoria, NY 11105', '', 'Frequently Asked Questions about Boutique Bistro Bar']",['$13.00\nAssorted Mushroom Risotto\n7 Photos 9 Reviews\n$15.00\nClassic Beef and Lamb Burger\n7 Photos 6 Reviews\n$7.00\nStuffed Figs\n7 Photos 6 Reviews\n$34.00\nFilet Mignon\n5 Photos 2 Reviews\n$14.00\nSmoked Salmon Bruschetta\n2 Photos 4 Reviews\n$27.00\nDuck Confit\n5 Photos 5 Reviews\n$15.00\nAvocado Salad with Caramelized Pear\n2 Photos 3 Reviews\n$27.00\nLamb Shanks\n3 Photos 8 Reviews\n$25.00\nBranzino\n2 Photos 2 Reviews\n$12.00\nGreek Salad\n2 Photos 2 Reviews'],,['https://www.yelp.com/menu/boutique-bistro-bar-astoria'],11:00 AM - 10:00 PM
681,La Rotisserie du Coin,$$,78 reviews,4 star rating,"['La Rotisserie du Coin\n78 reviews\nClaimed\n$$ French, Sandwiches, Creperies\nEdit\nClosed11:30 AM - 9:00 PM\nHours updated over 3 months ago', '78 reviews', 'Hours updated over 3 months ago']",['$19.00\nRatatouille\n2 Photos 10 Reviews\n$16.95\nChicken Sandwich\n2 Photos 7 Reviews\n$14.00\nEscargots\n4 Photos 2 Reviews\n$17.00\nThe Chicken Burger\n3 Photos 2 Reviews\n$25.00\nSteak Sandwich\n2 Photos 2 Reviews\n$9.95\n1/4 Chicken\n6 Photos 1 Review\n$16.00\nCroque Monsieur\n1 Photo 1 Review\n$17.00\nWarm Goat Cheese Salad\n1 Photo 1 Review\n$16.95\nChicken Salad Sandwich\n4 Photos 2 Reviews\n$42.00\nSteak Au Poivre\n1 Photo 2 Reviews'],,['https://www.yelp.com/menu/la-rotisserie-du-coin-forest-hills'],11:30 AM - 9:00 PM
682,Sanfords Astoria,$$,963 reviews,4 star rating,"['Sanfords Astoria\n963 reviews\nClaimed\n$$ Breakfast & Brunch, American (New), Whiskey Bars\nEdit\nClosed10:00 AM - 12:00 AM (Next day)\nHours updated 1 month ago', '963 reviews', 'Hours updated 1 month ago', '', 'Menu', 'Location & Hours', '30-13 Broadway\nAstoria, NY 11106\nAstoria\nGet directions', '30-13 Broadway\nAstoria, NY 11106\nAstoria', 'Mon\n10:00 AM - 12:00 AM (Next day)\nTue\n10:00 AM - 12:00 AM (Next day)\nWed\n10:00 AM - 12:00 AM (Next day)\nThu\n10:00 AM - 12:00 AM (Next day)\nClosed now\nFri\n10:00 AM - 12:00 AM (Next day)\nSat\n10:00 AM - 12:00 AM (Next day)\nSun\n10:00 AM - 12:00 AM (Next day)\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Vegan Options', 'COVID-19 updates', 'Ask the Community', 'Do they still have dollar oysters during happy hour?', 'Yes!\nKenneth E.  1 year ago 2 people found this helpful\nView 1 more answer', 'Do they offer bottomless brunch?', ""No they don't\nToula H.  2 years ago 1 person found this helpful\nView 1 more answer"", 'http://www.sanfordsnyc.com', '(718) 932-9569', 'Get Directions\n30-13 Broadway Astoria, NY 11106', '', 'Frequently Asked Questions about Sanfords Astoria']",['$18.00\nEggs Benedict\n50 Photos 56 Reviews\n$20.00\nGouda Stuffed Duck Burger\n42 Photos 61 Reviews\n$22.00\nSteak Skillet\n33 Photos 40 Reviews\n$16.00\nFilet Mignon Spring Roll\n14 Photos 31 Reviews\n$12.00\nFrench Toast\n34 Photos 39 Reviews\n$18.00\nBBQ Berkshire Pulled Pork Sandwich\n24 Photos 28 Reviews\n$32.00\nLobster Ravioli\n10 Photos 20 Reviews\n$16.00\nButternut Squash Ravioli\n10 Photos 16 Reviews\n$30.00\nSeafood Risotto\n11 Photos 17 Reviews\n$10.00\nMolten Lava Cake\n10 Photos 16 Reviews'],,['https://www.yelp.com/menu/sanfords-astoria-astoria'],10:00 AM - 12:00 AM (Next day)
683,Pelicana Chicken - Sunnyside,$$,448 reviews,4 star rating,"['Pelicana Chicken - Sunnyside\n448 reviews\nClaimed\n$$ Chicken Wings, Korean, American (Traditional)\nEdit\nClosed11:30 AM - 2:00 AM (Next day)\nHours updated 1 month ago', '448 reviews', 'Hours updated 1 month ago', '', 'Menu', 'Location & Hours', '47-08 Greenpoint Ave\nSunnyside, NY 11104\nSunnyside\nGet directions', '47-08 Greenpoint Ave\nSunnyside, NY 11104\nSunnyside', 'Mon\n11:30 AM - 2:00 AM (Next day)\nTue\n11:30 AM - 2:00 AM (Next day)\nWed\n11:30 AM - 2:00 AM (Next day)\nThu\n11:30 AM - 2:00 AM (Next day)\nClosed now\nFri\n11:30 AM - 2:00 AM (Next day)\nSat\n11:30 AM - 2:00 AM (Next day)\nSun\n11:30 AM - 2:00 AM (Next day)\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'COVID-19 updates', 'Ask the Community', 'Does this place still serve the unlimited drinks?', 'Yes!\nWren A.  2 years ago\nView 1 more answer', 'http://www.pelicanausa.com', '(718) 255-6650', 'Get Directions\n47-08 Greenpoint Ave Sunnyside, NY 11104', 'Message the Business', '', 'Frequently Asked Questions about Pelicana Chicken - Sunnyside']",['Fried Chicken\n33 Photos 139 Reviews\nHoney Garlic Sandwich\n17 Photos 27 Reviews\nBoneless Chicken\n19 Photos 26 Reviews\nSpicy Chicken\n12 Photos 15 Reviews\nChicken Wings\n3 Photos 32 Reviews\nChicken Sandwich\n18 Photos 24 Reviews\nSpicy Rice Cake\n7 Photos 10 Reviews\nSoy Fried Wings\n6 Photos 13 Reviews\nPeli Soy Garlic Wings\n6 Photos 11 Reviews\nCrispy Wings\n5 Photos 11 Reviews'],https://www.pelicanausa.com/menu,https://www.yelp.com/menu/pelicana-chicken-sunnyside-sunnyside,11:30 AM - 2:00 AM (Next day)
684,Bantry Bay Publick House,$$,115 reviews,4.5 star rating,"['Bantry Bay Publick House\n115 reviews\nClaimed\n$$ Pubs, Gastropubs, Irish\nEdit\nClosed11:00 AM - 3:59 AM (Next day)', '115 reviews', '', 'Menu', 'Location & Hours', '3301 Greenpoint Ave\nLong Island City, NY 11101\nSunnyside\nGet directions', '3301 Greenpoint Ave\nLong Island City, NY 11101\nSunnyside', '']","[""$8.00\nFrench Onion Soup\n4 Photos 7 Reviews\n$16.00\nShepherd's Pie\n5 Photos 4 Reviews\n$12.00\nChicken Marsala Tidbits\n3 Photos 3 Reviews\n$14.00\nTapas Plate\n3 Photos 3 Reviews\n$17.00\nSeared Seared Tuna Steak Burger\n3 Photos 2 Reviews\n$7.00\nMushroom Soup\n1 Photo 3 Reviews\n$16.00\nBacon Fat Burger\n1 Photo 2 Reviews\n$14.00\nSteak Tidbits\n1 Photo 2 Reviews\n$10.00\nCorned Beef and Cabbage Empanadas\n1 Photo 2 Reviews\n$12.00\nChicken Pot Pie\n1 Photo 2 Reviews""]",,['https://www.yelp.com/menu/bantry-bay-publick-house-long-island-city-2'],11:00 AM - 3:59 AM (Next day)
685,Pye Boat Noodle,$$,882 reviews,4.5 star rating,"['Pye Boat Noodle\n882 reviews\nUnclaimed\n$$ Thai, Noodles\nEdit\nClosed11:30 AM - 10:15 PM\nHours updated over 3 months ago', '882 reviews', 'Hours updated over 3 months ago', '', 'Menu', 'Location & Hours', '35-13 Broadway\nAstoria, NY 11106\nAstoria\nGet directions', '35-13 Broadway\nAstoria, NY 11106\nAstoria', 'Mon\n11:30 AM - 10:15 PM\nTue\n11:30 AM - 10:15 PM\nWed\n11:30 AM - 10:15 PM\nThu\n11:30 AM - 10:15 PM\nClosed now\nFri\n11:30 AM - 10:30 PM\nSat\n11:30 AM - 10:30 PM\nSun\n11:30 AM - 10:15 PM\nEdit business info', 'Amenities and More', 'Offers Delivery']","['Pad Thai\n57 Photos 121 Reviews\n$8.95\nTom Yum ""bolarn"" Noodle\n35 Photos 66 Reviews\n$8.95\nBoat Noodle With Beef\n49 Photos 48 Reviews\n$8.95\nBoat Noodle With Pork\n24 Photos 30 Reviews\nPanang\n15 Photos 34 Reviews\nKee Mao\n17 Photos 32 Reviews\nKaprow\n15 Photos 19 Reviews\n$10.95\nBaa Mee Phoo Moo Dang\n11 Photos 17 Reviews\n$10.95\nYen Ta Fo Noodle\n18 Photos 10 Reviews']",,['https://www.yelp.com/menu/pye-boat-noodle-astoria'],11:30 AM - 10:15 PM
686,Queens International Night Market,$,347 reviews,4 star rating,"['Queens International Night Market\n347 reviews\nUnclaimed\n$ Food Stands, Festivals, Performing Arts\nEdit\nClosed', '347 reviews', '', 'Location & Hours', '47-01 111th St\nNew York Hall Of Science\nCorona, NY 11368\nFlushing Meadows\nGet directions', '47-01 111th St\nNew York Hall Of Science\nCorona, NY 11368\nFlushing Meadows', 'Mon\nClosed\nTue\nClosed\nWed\nClosed\nThu\nClosed\nClosed now\nFri\nClosed\nSat\n6:00 PM - 12:00 AM (Next day)\nSun\nClosed\nEdit business info', 'Amenities and More', 'No Reservations', 'Vegan Options', 'Many Vegetarian Options', 'Accepts Credit Cards', 'Ask the Community', 'Do the vendors take card or should I bring cash?', ""Cash is king at QNM. There may be certain vendors that can process cc / debit or accept electronic payments but it's always better to have some cash on hand. There is us… more\nGregory C.  4 months ago 2 people found this helpful\nView 3 more answers"", 'Is it BYOB? How hard would it be to bring in an outside beverage to save $$ on the low?', 'No, they have beer and wine for sale so no BYO.\nGreg F.  4 months ago\nView question details', 'http://queensnightmarket.com']",[],,,
687,Bar Dalia,"Tapas/Small Plates,",30 reviews,4.5 star rating,"['Bar Dalia\n30 reviews\nClaimed\nTapas/Small Plates, Cocktail Bars, Venues & Event Spaces\nEdit\nClosed5:00 PM - 12:00 AM (Next day)\nHours updated a few days ago', '30 reviews', 'Hours updated a few days ago', '', 'Menu', 'Location & Hours', '33-17 31st Ave\nAstoria, NY 11106\nAstoria\nGet directions', '33-17 31st Ave\nAstoria, NY 11106\nAstoria', 'Mon\nClosed\nTue\n5:00 PM - 12:00 AM (Next day)\nWed\n5:00 PM - 12:00 AM (Next day)\nThu\n5:00 PM - 12:00 AM (Next day)\nClosed now\nFri\n5:00 PM - 1:00 AM (Next day)\nSat\n3:00 PM - 1:00 AM (Next day)\nSun\n5:00 PM - 12:00 AM (Next day)\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'Ask the Community', 'https://bardalia.nyc', '(347) 507-1218', 'Get Directions\n33-17 31st Ave Astoria, NY 11106', '', 'Frequently Asked Questions about Bar Dalia']",['$13.00\nCoconut Shrimp\n5 Photos 4 Reviews\n$8.00\nChurros\n3 Photos 4 Reviews\nArroz Con Pollo\n3 Photos 3 Reviews\n$7.00\nMaduros\n1 Photo 3 Reviews\n$15.00\nFajita\n3 Photos 2 Reviews\n$9.00\nChicken Tacos\n2 Photos 2 Reviews\n$9.00\nChicharron\n3 Photos 1 Review\n$13.00\nQuesabirria\n1 Photo 1 Review'],https://bardalia.nyc/menu,https://www.yelp.com/menu/bar-dalia-astoria,5:00 PM - 12:00 AM (Next day)
688,Halal Munchies,"Fast Food,",27 reviews,4.5 star rating,"['Halal Munchies\n27 reviews\nClaimed\nFast Food, Halal\nEdit\nClosed11:00 AM - 1:00 AM (Next day)', '27 reviews', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '120-34 Queens Blvd\nKew Gardens, NY 11415\nKew Gardens\nGet directions', '120-34 Queens Blvd\nKew Gardens, NY 11415\nKew Gardens', 'Mon\n11:00 AM - 1:00 AM (Next day)\nTue\n11:00 AM - 1:00 AM (Next day)\nWed\n11:00 AM - 1:00 AM (Next day)\nThu\n11:00 AM - 1:00 AM (Next day)\nClosed now\nFri\n11:00 AM - 1:00 AM (Next day)\nSat\n11:00 AM - 1:00 AM (Next day)\nSun\n11:00 AM - 1:00 AM (Next day)\nEdit business info', 'Amenities and More', 'Offers Delivery', 'Offers Takeout', 'No Reservations', 'Masks required', 'Ask the Community', '(929) 386-0102', 'Get Directions\n120-34 Queens Blvd Kew Gardens, NY 11415', '', 'Things to do in Kew Gardens', '5 Guys Near Me', 'Fast Food Near Me', 'Halal Burgers Near Me', 'Jimmy John’s Near Me', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Chicken Over Rice Kew Gardens', 'Fast Food Kew Gardens', 'Halal Food Kew Gardens', 'Search for Reservations', 'Book a Table in Kew Gardens', 'Find more Fast Food Restaurants near Halal Munchies', 'Find more Halal Restaurants near Halal Munchies', 'Frequently Asked Questions about Halal Munchies']",['$9.99\nLamb Over Rice Platter\n3 Photos 2 Reviews\n$9.99\nChicken Over Rice Platter\n1 Photo 3 Reviews\n$7.99\nLamb Gyro\n2 Photos 2 Reviews\n$6.99\nCheeseburger\n1 Photo 1 Review'],,['https://www.yelp.com/menu/halal-munchies-kew-gardens'],11:00 AM - 1:00 AM (Next day)
689,Taste of Samarkand,$$,144 reviews,4.5 star rating,"['Taste of Samarkand\n144 reviews\nClaimed\n$$ Uzbek, Kosher\nEdit\nClosed11:00 AM - 10:30 PM\nHours updated 2 weeks ago', '144 reviews', 'Hours updated 2 weeks ago', '', 'Menu', 'Location & Hours', '62-16 Woodhaven Blvd\nMiddle Village, NY 11374\nMiddle Village\nGet directions', '62-16 Woodhaven Blvd\nMiddle Village, NY 11374\nMiddle Village', 'Mon\n11:00 AM - 10:30 PM\nTue\n11:00 AM - 10:30 PM\nWed\n11:00 AM - 10:30 PM\nThu\n11:00 AM - 10:30 PM\nClosed now\nFri\n11:00 AM - 6:00 PM\nSat\n7:00 PM - 11:00 PM\nSun\n11:00 AM - 10:30 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'Ask the Community', 'Do they serve alcohol?', ""I'm not sure they serve alcohol, but I've certainly seen customers drink alcohol here.\nMatteo R.  13 days ago\nView question details"", 'Open New Years Eve?', 'Hello Deanna, we will be open until 6pm New Year’s Eve\nLina B., Business Manager  2 years ago\nView question details', 'http://www.tasteofsamarkand.co…', '(718) 672-2121', 'Get Directions\n62-16 Woodhaven Blvd Middle Village, NY 11374', '', 'Frequently Asked Questions about Taste of Samarkand']",['$3.95\nSamsa\n5 Photos 15 Reviews\n$8.95\nLagman\n6 Photos 11 Reviews\n$8.25\nBeaf Skirt Steak Kebab\n2 Photos 5 Reviews\n$7.95\nLamb-kebab\n2 Photos 5 Reviews\n$14.95\nUzbek Pilaf\n2 Photos 6 Reviews\n$17.95\nNakhot Garmack\n2 Photos 3 Reviews\n$10.00\nUzbek Manti\n3 Photos 2 Reviews\n$10.95\nWild Salmon-kebab\n1 Photo 2 Reviews'],http://www.tasteofsamarkand.com/menu,https://www.yelp.com/menu/taste-of-samarkand-middle-village,11:00 AM - 10:30 PM
690,Betong Hainan Chicken,$$,90 reviews,4.5 star rating,"['Betong Hainan Chicken\n90 reviews\nClaimed\n$$ Chicken Shop, Hainan, Thai\nEdit\nClosed11:00 AM - 9:00 PM', '90 reviews', '', 'Location & Hours', '135-38 39th Ave\nFlushing, NY 11354\nDowntown Flushing, Flushing\nGet directions', '135-38 39th Ave\nFlushing, NY 11354\nDowntown Flushing, Flushing', 'Mon\n11:00 AM - 9:00 PM\nTue\n11:00 AM - 9:00 PM\nWed\n11:00 AM - 9:00 PM\nThu\n11:00 AM - 9:00 PM\nClosed now\nFri\n11:00 AM - 9:00 PM\nSat\n11:00 AM - 9:00 PM\nSun\n11:00 AM - 9:00 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Proof of vaccination required', 'Ask the Community', 'Do they accept card?', 'Cash only\nJessica L.  3 months ago 1 person found this helpful\nView 1 more answer', '(929) 564-2824', 'Get Directions\n135-38 39th Ave Flushing, NY 11354', 'Message the Business', '', 'Frequently Asked Questions about Betong Hainan Chicken']",['Chicken Rice\n21 Photos 30 Reviews\nHainanese Chicken\n8 Photos 15 Reviews\nFried Chicken\n6 Photos 13 Reviews\nRoti Canai\n9 Photos 14 Reviews\nMala Chicken\n4 Photos 4 Reviews\nSteamed Chicken\n2 Photos 7 Reviews\nCurry Chicken\n3 Photos 8 Reviews\nPad Thai\n5 Photos 6 Reviews\nCrispy Chicken\n1 Photo 2 Reviews\nPineapple Fried Rice\n1 Photo 1 Review'],,,11:00 AM - 9:00 PM
691,Queen's Room,$$,168 reviews,4.5 star rating,"[""Queen's Room\n168 reviews\nClaimed\n$$ Coffee & Tea, Bars, Mediterranean\nEdit\nClosed7:00 AM - 1:00 AM (Next day)"", '168 reviews', '', 'Menu', 'Location & Hours', '3602 Ditmars Blvd\nAstoria, NY 11105\nAstoria\nGet directions', '3602 Ditmars Blvd\nAstoria, NY 11105\nAstoria', 'Mon\n7:00 AM - 12:00 AM (Next day)\nTue\n7:00 AM - 12:00 AM (Next day)\nWed\n7:00 AM - 12:00 AM (Next day)\nThu\n7:00 AM - 1:00 AM (Next day)\nClosed now\nFri\n7:00 AM - 1:00 AM (Next day)\nSat\n8:00 AM - 1:00 AM (Next day)\nSun\n8:00 AM - 12:00 AM (Next day)\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Staff wears masks', 'Ask the Community', 'Do you offer any gluten free items?', 'Of course. Please take a look at our menu on our website. That will have the most updated version. Thank you.\nAntonia J., Business Owner  9 months ago\nView question details', 'What is on-top of the avocado toast?', 'Our website has the full menu along with descriptions. Currently, it comes with red bell pepper, feta cheese, lemon herbs and olive oil. You also have the option of adding bacon or an egg to it. … more\nAntonia J., Business Owner  2 years ago\nView question details', 'http://queensroomnyc.com', '(347) 987-3994', 'Get Directions\n3602 Ditmars Blvd Astoria, NY 11105', '', ""Frequently Asked Questions about Queen's Room""]",['$12.00\nAvocado Toast\n1 Photo 4 Reviews\n$15.00\nShakshuka\n2 Photos 5 Reviews\n$12.00\nChicken Wings\n1 Photo 2 Reviews\n$18.00\nQr Burger\n1 Photo 2 Reviews'],,['https://www.yelp.com/menu/queens-room-astoria-3'],7:00 AM - 1:00 AM (Next day)
692,Caribbean Cabana,$$,100 reviews,3.5 star rating,"['Caribbean Cabana\n100 reviews\nClaimed\n$$ Caribbean, Bars\nEdit\nClosed11:00 AM - 2:00 AM (Next day)', '100 reviews', '', 'Menu', 'Location & Hours', '116-02 Jamaica Ave\nRichmond Hill, NY 11418\nRichmond Hill\nGet directions', '116-02 Jamaica Ave\nRichmond Hill, NY 11418\nRichmond Hill', 'Mon\n11:00 AM - 2:00 AM (Next day)\nTue\n11:00 AM - 2:00 AM (Next day)\nWed\n11:00 AM - 2:00 AM (Next day)\nThu\n11:00 AM - 2:00 AM (Next day)\nClosed now\nFri\n11:00 AM - 12:00 AM (Next day)\nSat\n11:00 AM - 12:00 AM (Next day)\nSun\n11:00 AM - 2:00 AM (Next day)\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'Ask the Community', 'http://www.caribbeancabana.nyc', '(718) 849-0500', 'Get Directions\n116-02 Jamaica Ave Richmond Hill, NY 11418', '', 'Frequently Asked Questions about Caribbean Cabana']",['$11.95\nShrimp Wonton\n5 Photos 13 Reviews\n$9.95\nChicken Fried Rice\n7 Photos 15 Reviews\n$12.95\nJerk Chicken\n3 Photos 11 Reviews\n$11.95\nJerk Chicken Fried Rice\n1 Photo 7 Reviews\n$14.95\nDuck Curry\n2 Photos 6 Reviews\n$11.95\nFried Shark\n2 Photos 3 Reviews\n$12.95\nMixed Fried Rice\n1 Photo 2 Reviews\n$15.95\nRoast Duck Fried Rice\n1 Photo 2 Reviews\n$12.95\nLamb Fried Rice\n1 Photo 1 Review\n$15.95\nRoast Duck\n1 Photo 3 Reviews'],http://www.caribbeancabana.nyc/menu.html,https://www.yelp.com/menu/caribbean-cabana-richmond-hill,11:00 AM - 2:00 AM (Next day)
693,La Vigna Restaurant,$$,194 reviews,4 star rating,"['La Vigna Restaurant\n194 reviews\nClaimed\n$$ Italian\nEdit\nClosed12:00 PM - 8:30 PM', '194 reviews', '', 'Menu', 'Most mentioned dishes', 'Location & Hours', '10011 Metropolitan Ave\nForest Hills, NY 11375\nForest Hills\nGet directions', '10011 Metropolitan Ave\nForest Hills, NY 11375\nForest Hills', 'Mon\nClosed\nTue\n12:00 PM - 8:30 PM\nWed\n12:00 PM - 8:30 PM\nThu\n12:00 PM - 8:30 PM\nClosed now\nFri\n12:00 PM - 8:30 PM\nSat\n12:00 PM - 8:30 PM\nSun\n12:00 PM - 8:30 PM\nEdit business info', 'Amenities and More', 'Takes Reservations', 'Offers Delivery', 'Offers Takeout', 'Masks required', 'About the Business', 'Ask the Community', 'http://www.lavignany.com', '(718) 268-4264', 'Get Directions\n10011 Metropolitan Ave Forest Hills, NY 11375', '', 'Things to do in Forest Hills', 'Italian Near Me', 'Italian Restaurants That Deliver Near Me', 'Pizza Hut Near Me', 'Restaurants', 'Nightlife', 'Shopping', 'Show all', 'Search for Reservations', 'Book a Table in Forest Hills', 'Find more Italian Restaurants near La Vigna Restaurant', 'Italian Food Forest Hills', 'Italian Restaurant Forest Hills', 'Restaurants With Private Rooms Forest Hills', 'Frequently Asked Questions about La Vigna Restaurant']",['Eggplant Rollatini\n1 Photo 9 Reviews\nRed Snapper\n1 Photo 7 Reviews\nCrab Cakes\n2 Photos 4 Reviews\nChocolate Mousse Cake\n1 Photo 4 Reviews\nChicken Francese\n1 Photo 6 Reviews\nStuffed Mushrooms\n1 Photo 5 Reviews\nBread Basket\n1 Photo 3 Reviews\nRisotto Fruti De Mare\n1 Photo 2 Reviews\nBow Tie Pasta\n1 Photo 2 Reviews\nVeal Scallopini\n1 Photo 3 Reviews'],http://www.lavignany.com/menu/,,12:00 PM - 8:30 PM
