Recipe,Amount,Unit,Ingredient
garlic-lime-lettuce-wraps,2,,"garlic cloves,
"
garlic-lime-lettuce-wraps,1,inch,"segment of fresh ginger,
"
garlic-lime-lettuce-wraps,0.5,cup,"almond,
"
garlic-lime-lettuce-wraps,,,scant 1/4 teaspoon fine grain sea salt
garlic-lime-lettuce-wraps,8,ounces,"plain tempeh,
"
garlic-lime-lettuce-wraps,1 0.5,cups,/ 6 ounces leftover rice
garlic-lime-lettuce-wraps,1,teaspoon,"soy sauce or shoyu
"
garlic-lime-lettuce-wraps,1,tablespoon,"freshly squeezed lime juice
"
garlic-lime-lettuce-wraps,1,,"small cucumber,
"
garlic-lime-lettuce-wraps,1,,"small carrot,
"
garlic-lime-lettuce-wraps,,,"a handful of sliced herbs,
"
garlic-lime-lettuce-wraps,10   12,,"whole lettuce leaves,
"
garlic-lime-lettuce-wraps,,,"extra lime, serrano vinegar*, shallot oil, a favorite curry paste
"
homemade-cheese-crackers,3,tablespoons,"unsalted butter, cut into 1/2-inch cubes, plus additional for baking sheets"
homemade-cheese-crackers,1 0.5,cups,"/ 7 oz / 200g whole wheat pastry flour, plus more for the counter"
homemade-cheese-crackers,1,teaspoon,"dry mustard powder
"
homemade-cheese-crackers,1,teaspoon,"fine grain sea salt
"
homemade-cheese-crackers,6,ounces,"/ 170 g Cheddar cheese, grated"
homemade-cheese-crackers,2,teaspoons,"white wine vinegar
"
homemade-cheese-crackers,1,,"ice cube
"
homemade-cheese-crackers,,,"seeds (optional)
"
artichoke-dip,2,,"(14-ounce) cans or jars of water-packed artichokes, well drained"
artichoke-dip,4,ounces,"silken tofu
"
artichoke-dip,3,,"large cloves garlic
"
artichoke-dip,0.5,cup,"parmesan, pecorino or gruyere cheese, freshly grated
"
artichoke-dip,0.3,cup,"plain (or Greek) yogurt
"
artichoke-dip,0.3,cup,"mayonnaise
"
artichoke-dip,0.25,teaspoon,"fine grain sea salt, or to taste
"
artichoke-dip,0.25,teaspoon,"cayenne pepper
"
artichoke-dip,,,"more grated cheese to sprinkle on top
"
simple-bruschetta,3,,"handfuls of ripe tomatoes
"
simple-bruschetta,,,"A small handful of basil leaves
"
simple-bruschetta,1,teaspoon,"good-tasting white wine vinegar (or red/balsamic), or to taste
"
simple-bruschetta,0.25,teaspoon,"sea salt, or to taste
"
simple-bruschetta,4,tablespoons,"extra-virgin olive oil, plus more for serving
"
simple-bruschetta,3   4,,large slices of sourdough or country-style bread (slice at least 1/2-inch thick)
simple-bruschetta,2,cloves,"garlic, peeled
"
mushroom-scallion-tartine,12,ounces,"fresh mushrooms, sliced 1/4-inch thick"
mushroom-scallion-tartine,3,tablespoons,"extra virgin olive oil
"
mushroom-scallion-tartine,,,"salt and pepper
"
mushroom-scallion-tartine,2,,"bunches of scallions, trimmed
"
mushroom-scallion-tartine,4,,"large slices of hearty, whole-grain bread
"
mushroom-scallion-tartine,1,cup,"Poblano Yogurt* (recipe below)
"
mushroom-scallion-tartine,1,cup,"cooked lentils, or white beans
"
oven-fries,6,,"large waxy-skinned potatoes, cut into 1/2-inch wide batons (~ 2 1/2 lbs.)"
oven-fries,3,cloves,"garlic, peeled, crushed, and chopped
"
oven-fries,0.5,teaspoon,"smoked paprika
"
oven-fries,1,teaspoon,"paprika
"
oven-fries,0.25,cup,"extra-virgin olive oil
"
oven-fries,2,tsp,"fine semolina, rice flour, or fine breadcrumbs
"
oven-fries,0.5,teaspoon,"fine grain sea salt, plus more to taste
"
oven-fries,,,"freshly ground pepper
"
guacamole,1,,"medium garlic clove
"
guacamole,0.5,teaspoon,"salt, or more to taste
"
guacamole,4,,"ripe avocados, room-temperature
"
guacamole,0.5,,"medium white onion, minced
"
guacamole,,,"a squeeze of fresh lime juice
"
guacamole,,,"to serve: chopped cilantro, chives or chive blossoms (optional)
"
sesame-seeded-tofu-recipe,12,ounces,"extra-firm tofu, drained and pat dry
"
sesame-seeded-tofu-recipe,2,tablespoon,"soy sauce or coconut aminos
"
sesame-seeded-tofu-recipe,4,tablespoons,"sesame seeds
"
sesame-seeded-tofu-recipe,0.5,tablespoon,"extra virgin olive oil
"
deviled-eggs,1,tablespoon,"dill seed
"
deviled-eggs,1,,"dozen eggs
"
deviled-eggs,0.25,cup,"Greek yogurt
"
deviled-eggs,1,teaspoon,"extra-virgin olive oil
"
deviled-eggs,,,scant 1/2 teaspoon fine-grain sea salt
deviled-eggs,3,tablespoons,"finely snipped chives
"
deviled-eggs,2,tablespoons,"finely chopped chervil
"
deviled-eggs,1,tablespoon,"finely chopped dill
"
deviled-eggs,0.25,cup,"sliced almonds
"
deviled-eggs,,,"smoked paprika (optional)
"
seed-pate-recipe,0.5,cup,"raw sunflower seeds
"
seed-pate-recipe,1 0.5,cups,"raw pumpkin seeds
"
seed-pate-recipe,4,cups,"filtered water, for soaking
"
seed-pate-recipe,0.3,cup,"olive oil
"
seed-pate-recipe,1,,"medium garlic clove
"
seed-pate-recipe,4,,"sprigs of thyme or oregano
"
seed-pate-recipe,4,,"sprigs fresh dill
"
seed-pate-recipe,2,tablespoons,"miso, preferably a chunky, hearty miso (country, chickpea, etc.)
"
seed-pate-recipe,3,tablespoons,"fresh lemon juice
"
seed-pate-recipe,0.3,cups,"nut milk or water
"
seed-pate-recipe,,,"fine grain salt to taste
"
turmeric-cashews-recipe,2,cups,"raw cashews
"
turmeric-cashews-recipe,0.5,tablespoon,"toasted sesame oil, plus more if needed
"
turmeric-cashews-recipe,,,"scant 1/4 teaspoon fine grain sea salt, or to taste"
turmeric-cashews-recipe,,,half an 8x8-inch sheet nori seaweed
turmeric-cashews-recipe,1 0.5,teaspoons,"sesame seeds
"
turmeric-cashews-recipe,,,scant 1/4 teaspoon cayenne
turmeric-cashews-recipe,0.5,tablespoon,"ground turmeric
"
beet-caviar-recipe,4,,"medium beets, washed and trimmed
"
beet-caviar-recipe,5,,"plump dates, pitted and chopped
"
beet-caviar-recipe,2,tablespoons,"cognac (bourbon, or vodka)
"
beet-caviar-recipe,4,,"garlic cloves, peeled and smashed
"
beet-caviar-recipe,2,tablespoons,"lemon juice, plus more to taste
"
beet-caviar-recipe,0.5,cup,"chopped toasted walnuts
"
beet-caviar-recipe,0.75,teaspoon,"fine grain sea salt
"
beet-caviar-recipe,3,tablespoons,"creme fraiche, plain yogurt, or sour cream
"
beet-caviar-recipe,,,"lots of freshly chopped chives
"
step-up-your-guacamole-game,2,,"ripe avocados
"
step-up-your-guacamole-game,2,teaspoons,"fresh lemon juice
"
step-up-your-guacamole-game,,,Scant 1/2 teaspoon fine-grain sea salt
step-up-your-guacamole-game,0.5,cup,"coarsely chopped fresh cilantro
"
step-up-your-guacamole-game,1,tablespoon,"clarified butter or extra-virgin coconut oil
"
step-up-your-guacamole-game,1,teaspoon,"black or brown mustard seeds
"
step-up-your-guacamole-game,1,,"small yellow onion, minced
"
step-up-your-guacamole-game,2,cloves,"garlic, finely chopped
"
step-up-your-guacamole-game,1,teaspoon,"Indian curry powder
"
step-up-your-guacamole-game,1,,"small serrano chile, minced
"
pickled-turmeric-eggs,1 0.3,cup,"apple cider vinegar
"
pickled-turmeric-eggs,0.5,cup,"water
"
pickled-turmeric-eggs,2,tablespoons,"sugar
"
pickled-turmeric-eggs,1,teaspoon,"fine grain salt
"
pickled-turmeric-eggs,2,teaspoons,"ground turmeric
"
pickled-turmeric-eggs,0.5,,"onion (or 4 shallots), thinly sliced"
pickled-turmeric-eggs,1,tablespoons,"whole peppercorns
"
pickled-turmeric-eggs,6,,"hard-boiled eggs*
"
golden-beet-hummus-recipe,1 14,ounce,"can chickpeas, drained and rinsed
"
golden-beet-hummus-recipe,1,,"medium golden beet (raw), peeled, and quartered (4-inch diameter)"
golden-beet-hummus-recipe,4 6,tablespoons,fresh lemon juice (2 lemons)
golden-beet-hummus-recipe,4,,"medium garlic cloves
"
golden-beet-hummus-recipe,0.25,teaspoon,"fine grain sea salt, plus more to taste
"
golden-beet-hummus-recipe,2,tablespoons,"tahini
"
golden-beet-hummus-recipe,0.3,cup,"ice water
"
golden-beet-hummus-recipe,0.75,teaspoon,"round turmeric (optional)
"
golden-beet-hummus-recipe,,pinch,"of saffron (optional)
"
golden-beet-hummus-recipe,3,tablespoons,"nutritional yeast (optional)
"
golden-beet-hummus-recipe,,,"to serve (all or some of the others): sesame seeds, hemp seeds, edible chive/flower blossoms, chopped chives, thread of toasted sesame oil
"
goth-hummus-recipe,4,cups,"cooked black garbanzos, plus more for serving
"
goth-hummus-recipe,4 6,tablespoons,"lemon juice
"
goth-hummus-recipe,4,,"medium garlic cloves (black, optional)
"
goth-hummus-recipe,0.5,teaspoons,"fine grain sea salt
"
goth-hummus-recipe,1,cup,"black tahini, plus 1 tablespoon"
goth-hummus-recipe,1,cup,"ice cold water
"
goth-hummus-recipe,2,tablespoons,"extra virgin olive oil
"
goth-hummus-recipe,,,"to serve: edible flowers (sage, chive, thyme, etc.), and sesame seeds
"
grilled-tofu-spring-rolls,1,tablespoon,"of any/all of the following: minced lemongrass, garlic, ginger
"
grilled-tofu-spring-rolls,2,teaspoons,"ground turmeric
"
grilled-tofu-spring-rolls,1,tablespoon,"olive oil
"
grilled-tofu-spring-rolls,1,cup,"coconut milk or homemade cashew cream
"
grilled-tofu-spring-rolls,,,"salt to taste
"
grilled-tofu-spring-rolls,12,ounces,"extra firm tofu, sliced into 1/2 inch thick slabs"
grilled-tofu-spring-rolls,,,"More ideas: caramelized onions, sriracha sauce (or other hot sauce), grilled asparagus spears, fresh herbs (mint, cilantro, basil), whisper thin slices of watermelon radish.
"
grilled-tofu-spring-rolls,8,,"rice paper wrappers
"
instant-pot-hummus-recipe,8,ounces,(1 1/4 cups) dried chickpeas
instant-pot-hummus-recipe,1 0.5,teaspoons,"kosher salt, plus more as needed
"
instant-pot-hummus-recipe,,,"Juice of 1 lemon, plus more as needed"
instant-pot-hummus-recipe,2,,"garlic cloves, grated or chopped
"
instant-pot-hummus-recipe,0.25,teaspoon,"ground cumin
"
instant-pot-hummus-recipe,0.3,cup,"tahini
"
instant-pot-hummus-recipe,,,"Ice water, as needed
"
instant-pot-hummus-recipe,2,tablespoons,"extra-virgin olive oil, plus more for serving
"
instant-pot-hummus-recipe,,,"As pictured: add 2 big handfuls of spinach, toasted pepitas and sesame seeds for serving"
crinkle-cookies,8,ounces,"/ 225g 70% chocolate, coarsely chopped, divided"
crinkle-cookies,0.25,cup,/ 55g unsalted butter or dairy-free butter
crinkle-cookies,3,tablespoons,"almond butter
"
crinkle-cookies,2,,"large eggs
"
crinkle-cookies,1,cup,200g light brown sugar
crinkle-cookies,2,teaspoons,"vanilla extract
"
crinkle-cookies,0.75,cup,/ 105g buckwheat flour
crinkle-cookies,3,tablespoons,"unsweetened cocoa powder
"
crinkle-cookies,0.5,teaspoon,"baking soda
"
crinkle-cookies,0.5,teaspoon,"fine grain sea salt
"
walnut-nutmeg-butter-cake,3,tablespoons,/ 35g granulated sugar
walnut-nutmeg-butter-cake,0.6,cup,/ 94g all-purpose flour
walnut-nutmeg-butter-cake,0.6,cup,/ 72g dark rye flour
walnut-nutmeg-butter-cake,0.25,teaspoon,/ 2g fine grain sea salt
walnut-nutmeg-butter-cake,1 0.5,teaspoons,/ 3g freshly grated nutmeg
walnut-nutmeg-butter-cake,4,,"large eggs
"
walnut-nutmeg-butter-cake,1 0.3,cups,/ 260g granulated sugar
walnut-nutmeg-butter-cake,14,tablespoons,"/ 200g unsalted butter, melted and cooled a bit"
walnut-nutmeg-butter-cake,1,cup,"/ 120g walnuts, finely chopped"
walnut-nutmeg-butter-cake,,,"to serve: powdered sugar, loosely whipped, lightly sweetened whipped cream, cinnamon
"
cookie-recipes,14,tablespoons,"unsalted butter, room temperature, sliced
"
cookie-recipes,0.5,cups,"granulated sugar
"
cookie-recipes,0.25,cup,"brown sugar
"
cookie-recipes,1,,"large egg
"
cookie-recipes,2,teaspoons,"vanilla extract
"
cookie-recipes,2 0.25,cup,"rye flour
"
cookie-recipes,0.5,teaspoon,"baking soda
"
cookie-recipes,0.5,teaspoon,"fine grain sea salt
"
cookie-recipes,1.2,oz,"bag (1 cup) freeze-dried blueberries, crushed"
brownies,2,teaspoons,"vanilla extract
"
brownies,10,,"cardamom pods, shells discarded & seeds ground
"
brownies,0.75,cup,/ 100g unbleached all-purpose flour
brownies,0.25,cup,/ 20g finely ground espresso powder
brownies,0.75,teaspoon,"fine grain sea salt
"
brownies,12,ounces,"bittersweet chocolate, chopped
"
brownies,0.6,cup,/ 150g unsalted butter
brownies,3,,"large eggs
"
brownies,1 0.5,cups,/ 285g firmly packed dark brown sugar
coconut-rum-cake,0.3,cup,/ 65g sugar
coconut-rum-cake,0.6,cup,/ 160ml rum
coconut-rum-cake,9,tablespoons,"/ 135g unsalted butter, room temp, plus more for the pan"
coconut-rum-cake,3,,"eggs, room temperature
"
coconut-rum-cake,1 0.5,cups,/ 140g finely grated unsweetened coconut
coconut-rum-cake,1 0.5,cups,/ 300g sugar
coconut-rum-cake,1 0.5,cups,/ 190g  unbleached all-purpose flour
coconut-rum-cake,1,teaspoon,/ 4g baking powder
coconut-rum-cake,0.5,teaspoon,/ 3g  fine grain sea salt
coconut-rum-cake,0.75,cup,/ 180 ml buttermilk
coconut-rum-cake,1,ounce,"/ 28g freeze-dried raspberries, crushed a bit"
coconut-rum-cake,,,"Powered sugar, for serving
"
braided-onion-bread,3,tablespoons,"extra virgin olive oil
"
braided-onion-bread,4,cups,chopped yellow onion (~2 large)
braided-onion-bread,,,"Fine grain sea salt
"
braided-onion-bread,1,cup,"aged cheddar cheese, grated
"
braided-onion-bread,0.3,cup,"toasted sesame seeds
"
braided-onion-bread,4 0.5,cups,"/ 540g unbleached all-purpose flour, plus more if needed"
braided-onion-bread,2,tablespoons,"sugar
"
braided-onion-bread,1 0.5,teaspoons,"fine grain sea salt
"
braided-onion-bread,2 0.5,teaspoon,(1 packet) active dry yeast
braided-onion-bread,1 0.5,cups,warm milk or oat milk (120F)
braided-onion-bread,1,,"egg, beaten
"
braided-onion-bread,8,tablespoons,"unsalted butter, room temperature
"
braided-onion-bread,1,,"egg yolk
"
easy-little-bread-recipe,1 0.25,cups,/ 300 ml warm water (105-115F)
easy-little-bread-recipe,2,teaspoons,"active dry yeast (one packet)
"
easy-little-bread-recipe,1,tablespoon,"runny honey
"
easy-little-bread-recipe,1,cup,/ 4.5 oz / 125 g unbleached all-purpose flour
easy-little-bread-recipe,1,cup,/ 5 oz / 140 g whole wheat flour
easy-little-bread-recipe,1,cup,/ 3.5 oz / 100 g rolled oats (not instant oats)
easy-little-bread-recipe,1 0.5,teaspoons,"fine grain sea salt
"
easy-little-bread-recipe,2,tablespoons,"butter, melted, for brushing
"
chocolate-fudge-tahini-cake,2 0.25,cups,/ 270 g rye flour or all-purpose flour
chocolate-fudge-tahini-cake,1 0.5,cups,/ 300 g granulated sugar
chocolate-fudge-tahini-cake,0.75,cup,plus 1 tablespoon / 65 g cocoa powder
chocolate-fudge-tahini-cake,1 0.5,teaspoon,/ 8g baking powder
chocolate-fudge-tahini-cake,1 0.5,teaspoon,/ 7 g baking soda
chocolate-fudge-tahini-cake,0.5,teaspoon,"fine grain salt
"
chocolate-fudge-tahini-cake,2,,"eggs
"
chocolate-fudge-tahini-cake,,,Scant 1 cup milk
chocolate-fudge-tahini-cake,1,teaspoon,"vanilla extract
"
chocolate-fudge-tahini-cake,0.3,cup,"/ 80 g unsalted butter, melted & cooled"
chocolate-fudge-tahini-cake,0.6,cup,/ 160 ml hot coffee
chocolate-fudge-tahini-cake,2,cups,/ 225 g confectioners’ powdered sugar
chocolate-fudge-tahini-cake,0.125,,"+ teaspoon fine grain salt
"
chocolate-fudge-tahini-cake,1 0.5,teaspoon,"vanilla extract
"
chocolate-fudge-tahini-cake,3,tablespoons,"tahini
"
chocolate-fudge-tahini-cake,3,tablespoons,"buttermilk, milk, or oat milk
"
biscotti-recipe,2,,"eggs
"
biscotti-recipe,0.25,cup,"unsalted butter, room temperature
"
biscotti-recipe,0.75,cup,brown sugar / 100g
biscotti-recipe,2,teaspoons,"almond (or vanilla) extract
"
biscotti-recipe,0.75,cup,/ 100g whole wheat pastry flour
biscotti-recipe,0.5,cup,/ 70 g unbleached all-purpose flour
biscotti-recipe,0.25,cup,/ 20g fine cornmeal
biscotti-recipe,0.5,teaspoon,"baking powder
"
biscotti-recipe,0.5,teaspoon,"fine grain sea salt
"
biscotti-recipe,2,teaspoons,"fennel seeds, crushed
"
biscotti-recipe,1,teaspoon,"crushed chamomile (optional)
"
biscotti-recipe,0.5,cup,"/ 60g toasted sesame seeds, plus more for coating"
biscotti-recipe,,,"semi-sweet chocolate, for dipping
"
chocolate-almond-swirl-cake,3,cups,/ 13.5 ounces all-purpose flour
chocolate-almond-swirl-cake,2,teaspoon,"baking powder
"
chocolate-almond-swirl-cake,0.5,teaspoon,"fine grain sea salt
"
chocolate-almond-swirl-cake,1 0.5,cups,/ 9.75 oz sugar
chocolate-almond-swirl-cake,2,teaspoons,"almond extract
"
chocolate-almond-swirl-cake,3,,"eggs
"
chocolate-almond-swirl-cake,1 0.5,cups,/ 12 ounces full-fat plain yogurt
chocolate-almond-swirl-cake,1 0.3,cups,/ 10.5 ounces extra virgin olive oil
chocolate-almond-swirl-cake,2,tablespoons,"unsweetened cocoa powder
"
chocolate-almond-swirl-cake,1 0.25,cup,"/ 285g unsalted butter, room temperature"
chocolate-almond-swirl-cake,4 0.3,cup,/ 525g powdered sugar
chocolate-almond-swirl-cake,0.75,cup,/ 70g cocoa powder
chocolate-almond-swirl-cake,2,tablespoons,"milk, cream, or coconut milk
"
chocolate-almond-swirl-cake,0.5,teaspoon,"fine grain sea salt
"
chocolate-almond-swirl-cake,1,tablespoon,"almond extract
"
one-bowl-banana-bread,1 0.5,cups,/ 12 oz / 340 g mashed
one-bowl-banana-bread,0.3,cup,/ 80 ml melted coconut oil
one-bowl-banana-bread,0.75,cup,/ 4.5 oz / 125 g dark muscovado or dark brown sugar
one-bowl-banana-bread,0.25,cup,/ 60 ml full-fat coconut milk
one-bowl-banana-bread,2,,"large eggs
"
one-bowl-banana-bread,1,teaspoon,"vanilla extract
"
one-bowl-banana-bread,1,cup,/ 4.5 oz / 125g all-purpose flour
one-bowl-banana-bread,1,cup,/ 5 oz / 140g whole wheat flour
one-bowl-banana-bread,0.75,teaspoon,"baking soda
"
one-bowl-banana-bread,0.5,teaspoon,"fine grain sea salt
"
snickerdoodle-cookies,,,about 30 threads of saffron (to yield 1/8 teaspoon ground saffron)
snickerdoodle-cookies,0.5,,"vanilla bean
"
snickerdoodle-cookies,2,tablespoons,"milk
"
snickerdoodle-cookies,2,cups,(9.9 oz / 280 g) all-purpose flour
snickerdoodle-cookies,1,teaspoon,"baking soda
"
snickerdoodle-cookies,0.5,cup,"(4 oz / 113 g) unsalted butter, at room temperature"
snickerdoodle-cookies,0.5,cup,(3.5 oz / 100 g) granulated sugar
snickerdoodle-cookies,0.5,cup,(3.8 oz / 109 g) packed light brown sugar
snickerdoodle-cookies,1,teaspoon,"kosher salt
"
snickerdoodle-cookies,1,,"egg (1.8 oz / 50 g), at room temperature"
snickerdoodle-cookies,0.5,teaspoon,"vanilla extract
"
perfect-healthy-granola-recipe,2,cups,"rolled oats,
"
perfect-healthy-granola-recipe,5,tablespoons,"black cocoa powder or cocoa powder
"
perfect-healthy-granola-recipe,0.25,cup,"sunflower seeds
"
perfect-healthy-granola-recipe,0.25,cup,"white sesame seeds
"
perfect-healthy-granola-recipe,0.25,cup,"quinoa crispies,
"
perfect-healthy-granola-recipe,0.25,cup,"cacao nibs
"
perfect-healthy-granola-recipe,0.5,teaspoon,"salt
"
perfect-healthy-granola-recipe,0.5,cup,"aquafaba*
"
perfect-healthy-granola-recipe,1,tablespoon,"extra virgin olive oil
"
perfect-healthy-granola-recipe,0.3,cup,"runny honey,
"
perfect-healthy-granola-recipe,1,teaspoon,"vanilla extract
"
perfect-healthy-granola-recipe,0.5,cup,"unsweetened toasted coconut flakes
"
chocolate-devils-food-cake-recipe,1 0.5,cups,plus 1 tablespoon / 200g all-purpose flour
chocolate-devils-food-cake-recipe,1,cup,/ 100g cocoa powder
chocolate-devils-food-cake-recipe,1,teaspoon,"kosher salt
"
chocolate-devils-food-cake-recipe,2,teaspoons,"baking soda
"
chocolate-devils-food-cake-recipe,1,teaspoon,"baking powder
"
chocolate-devils-food-cake-recipe,2 0.25,cups,/ 450g sugar
chocolate-devils-food-cake-recipe,2,,"eggs
"
chocolate-devils-food-cake-recipe,1,teaspoon,"vanilla extract
"
chocolate-devils-food-cake-recipe,0.75,cup,plus 2 tablespoons / 200g buttermilk or plain yogurt
chocolate-devils-food-cake-recipe,7,tablespoons,/ 100g vegetable oil*
chocolate-devils-food-cake-recipe,1,cup,/ 225g hot water
chocolate-devils-food-cake-recipe,3,,"egg whites
"
chocolate-devils-food-cake-recipe,2 0.25,cups,/ 450g sugar
chocolate-devils-food-cake-recipe,0.5,cup,/ 120g water
chocolate-devils-food-cake-recipe,1 0.5,tablespoons,"golden syrup
"
chocolate-devils-food-cake-recipe,,,"a pinch of salt
"
chocolate-devils-food-cake-recipe,1 0.5,tablespoons,"vanilla extract
"
chocolate-devils-food-cake-recipe,1,,"vanilla pod, seeds scraped out (optional)
"
sourdough-galette-with-delicata-squash,2,,"garlic cloves, peeled
"
sourdough-galette-with-delicata-squash,150,g,"Greek Yogurt
"
sourdough-galette-with-delicata-squash,2,tablespoons,"minced jalapeño or serrano chile, or to taste
"
sourdough-galette-with-delicata-squash,45,g,"walnuts
"
sourdough-galette-with-delicata-squash,30,g,"rye flour
"
sourdough-galette-with-delicata-squash,80,g,"unbleached all-purpose flour
"
sourdough-galette-with-delicata-squash,10,g,"granulated sugar
"
sourdough-galette-with-delicata-squash,0.5,teaspoon,"fine grain sea salt
"
sourdough-galette-with-delicata-squash,75,g,"unsalted butter, chilled
"
sourdough-galette-with-delicata-squash,50,g,100% hydration sourdough starter*
sourdough-galette-with-delicata-squash,20,g,"gin, vodka, or ice water
"
sourdough-galette-with-delicata-squash,2,,"medium delicata squash
"
sourdough-galette-with-delicata-squash,2,,"medium shallots, peeled and thinly sliced
"
sourdough-galette-with-delicata-squash,,,"extra virgin olive oil
"
sourdough-galette-with-delicata-squash,4,ounces,/ 115g mozzarella
sourdough-galette-with-delicata-squash,,,"salt, to taste
"
sourdough-galette-with-delicata-squash,1,,"bunch scallions, thinly sliced with greens
"
sourdough-galette-with-delicata-squash,1,,"egg yolk
"
crinkle-cookies,8,ounces,"/ 225g 70% chocolate, coarsely chopped, divided"
crinkle-cookies,0.25,cup,/ 55g unsalted butter or dairy-free butter
crinkle-cookies,3,tablespoons,"almond butter
"
crinkle-cookies,2,,"large eggs
"
crinkle-cookies,1,cup,200g light brown sugar
crinkle-cookies,2,teaspoons,"vanilla extract
"
crinkle-cookies,0.75,cup,/ 105g buckwheat flour
crinkle-cookies,3,tablespoons,"unsweetened cocoa powder
"
crinkle-cookies,0.5,teaspoon,"baking soda
"
crinkle-cookies,0.5,teaspoon,"fine grain sea salt
"
swedish-rye-cookies,1,cup,"rye flour
"
swedish-rye-cookies,1,cup,"whole wheat pastry flour
"
swedish-rye-cookies,0.5,teaspoon,"fine grain sea salt
"
swedish-rye-cookies,0.5,cup,"cream cheese, room temperature
"
swedish-rye-cookies,0.5,cup,"unsalted butter, room temperature
"
swedish-rye-cookies,0.5,cup,"fine grain natural cane sugar, sifted
"
swedish-rye-cookies,,,"large grain sugar (for sprinkling)
"
swedish-rye-cookies,,,"organic powdered sugar (for snow)
"
olive-oil-cake,,,"Olive oil for the pan
"
olive-oil-cake,0.75,cup,/ 3 oz / 80g spelt flour or whole wheat pastry flour
olive-oil-cake,1 0.5,cups,/ 7.5 oz / 210 g all-purpose flour
olive-oil-cake,0.75,cup,/ 4 oz / 115g sugar
olive-oil-cake,1 0.5,teaspoons,"baking powder
"
olive-oil-cake,0.75,teaspoon,"kosher salt
"
olive-oil-cake,3,,"eggs
"
olive-oil-cake,1,cup,/ 240 ml olive oil
olive-oil-cake,0.75,cup,/ 180 ml whole milk
olive-oil-cake,1 0.5,tablespoons,"fresh rosemary, finely chopped
"
olive-oil-cake,5,ounces,"/ 140 g bittersweet chocolate (70% cacao), chopped into 1/2-inch pieces"
olive-oil-cake,2,tablespoons,"sugar for top crunch
"
flourless-chocolate-cake,0.5,cup,"/ 110g extra-virgin olive oil, plus more for pan"
flourless-chocolate-cake,12,ounces,/ 340g bittersweet chocolate chips or chunks
flourless-chocolate-cake,1,cup,"sugar
"
flourless-chocolate-cake,0.75,teaspoon,"fine grain sea salt
"
flourless-chocolate-cake,5,,"large eggs, room temperature, separated
"
flourless-chocolate-cake,,,"For serving: powdered sugar, lightly-sweetened whipped heavy cream
"
walnut-nutmeg-butter-cake,3,tablespoons,/ 35g granulated sugar
walnut-nutmeg-butter-cake,0.6,cup,/ 94g all-purpose flour
walnut-nutmeg-butter-cake,0.6,cup,/ 72g dark rye flour
walnut-nutmeg-butter-cake,0.25,teaspoon,/ 2g fine grain sea salt
walnut-nutmeg-butter-cake,1 0.5,teaspoons,/ 3g freshly grated nutmeg
walnut-nutmeg-butter-cake,4,,"large eggs
"
walnut-nutmeg-butter-cake,1 0.3,cups,/ 260g granulated sugar
walnut-nutmeg-butter-cake,14,tablespoons,"/ 200g unsalted butter, melted and cooled a bit"
walnut-nutmeg-butter-cake,1,cup,"/ 120g walnuts, finely chopped"
walnut-nutmeg-butter-cake,,,"to serve: powdered sugar, loosely whipped, lightly sweetened whipped cream, cinnamon
"
zucchini-bread,2 0.25,cups,"whole wheat pastry flour (or all-purpose flour)
"
zucchini-bread,1 0.25,teaspoons,"baking soda
"
zucchini-bread,0.5,teaspoon,"baking powder
"
zucchini-bread,0.75,teaspoon,"fine grain sea salt
"
zucchini-bread,1 0.75,cups,"chopped toasted walnuts, divided
"
zucchini-bread,6,tablespoons,"unsalted butter, room temperature
"
zucchini-bread,0.75,cup,"granulated sugar, plus more for topping
"
zucchini-bread,0.3,cup,"dark brown sugar, firmly packed
"
zucchini-bread,2,,"large eggs
"
zucchini-bread,1 0.5,teaspoons,"vanilla extract
"
zucchini-bread,2 0.5,cups,"grated zucchini (about 2-3 medium), skins on"
cookie-recipes,14,tablespoons,"unsalted butter, room temperature, sliced
"
cookie-recipes,0.5,cups,"granulated sugar
"
cookie-recipes,0.25,cup,"brown sugar
"
cookie-recipes,1,,"large egg
"
cookie-recipes,2,teaspoons,"vanilla extract
"
cookie-recipes,2 0.25,cup,"rye flour
"
cookie-recipes,0.5,teaspoon,"baking soda
"
cookie-recipes,0.5,teaspoon,"fine grain sea salt
"
cookie-recipes,1.2,oz,"bag (1 cup) freeze-dried blueberries, crushed"
brownies,2,teaspoons,"vanilla extract
"
brownies,10,,"cardamom pods, shells discarded & seeds ground
"
brownies,0.75,cup,/ 100g unbleached all-purpose flour
brownies,0.25,cup,/ 20g finely ground espresso powder
brownies,0.75,teaspoon,"fine grain sea salt
"
brownies,12,ounces,"bittersweet chocolate, chopped
"
brownies,0.6,cup,/ 150g unsalted butter
brownies,3,,"large eggs
"
brownies,1 0.5,cups,/ 285g firmly packed dark brown sugar
homemade-cheese-crackers,3,tablespoons,"unsalted butter, cut into 1/2-inch cubes, plus additional for baking sheets"
homemade-cheese-crackers,1 0.5,cups,"/ 7 oz / 200g whole wheat pastry flour, plus more for the counter"
homemade-cheese-crackers,1,teaspoon,"dry mustard powder
"
homemade-cheese-crackers,1,teaspoon,"fine grain sea salt
"
homemade-cheese-crackers,6,ounces,"/ 170 g Cheddar cheese, grated"
homemade-cheese-crackers,2,teaspoons,"white wine vinegar
"
homemade-cheese-crackers,1,,"ice cube
"
