Recipe,Amount,Unit,Ingredient
gingerbread-cookies,1.0,14.8,salt
gingerbread-cookies,4.0,14.8,ground ginger
gingerbread-cookies,1.0,14.8,ground cloves
gingerbread-cookies,1.0,14.8,ground cinnamon
gingerbread-cookies,0.5,14.8,finely ground black pepper
gingerbread-cookies,11.0,14.8,unsalted butter
gingerbread-cookies,0.6,236.6,dark natural cane sugar (or dark brown sugar)
gingerbread-cookies,3.0,-1.0,large eggs
gingerbread-cookies,0.6,236.6,organic unsulfured molasses (blackstrap)
gingerbread-cookies,2.0,236.6,/ 200g powdered sugar
gingerbread-cookies,1.0,-1.0,egg whites
gingerbread-cookies,0.0,-1.0,For decorating: large grain sugar (turbinado)
one-bowl-banana-bread,1.5,236.6,/ 12 oz / 340 g mashed
one-bowl-banana-bread,0.3,236.6,/ 80 ml melted coconut oil
one-bowl-banana-bread,0.75,236.6,/ 4.5 oz / 125 g dark muscovado or dark brown sugar
one-bowl-banana-bread,0.25,236.6,/ 60 ml full-fat coconut milk
one-bowl-banana-bread,2.0,-1.0,large eggs
one-bowl-banana-bread,1.0,14.8,vanilla extract
one-bowl-banana-bread,1.0,236.6,/ 4.5 oz / 125g all-purpose flour
one-bowl-banana-bread,1.0,236.6,/ 5 oz / 140g whole wheat flour
one-bowl-banana-bread,0.75,14.8,baking soda
one-bowl-banana-bread,0.5,14.8,fine grain sea salt
lemon-focaccia,400.0,1.0,/ 3 cups strong white bread flour
lemon-focaccia,100.0,1.0,/ 3/4 cup rye flour
lemon-focaccia,1.0,-1.0,packet fast-acting instant yeast
lemon-focaccia,1.0,14.8,fine grain sea salt
lemon-focaccia,1.0,14.8,extra virgin olive oil
lemon-focaccia,3.0,-1.0,chopped garlic
lemon-focaccia,2.0,14.8,finely chopped rosemary
lemon-focaccia,2.0,14.8,chopped thyme
lemon-focaccia,1.5,236.6,/ 350 ml warm water (~120F)
lemon-focaccia,2.0,-1.0,Meyer lemons
lemon-focaccia,15.0,-1.0,black olives
lemon-focaccia,0.25,236.6,slices almonds
snickerdoodle-cookies,0.0,-1.0,about 30 threads of saffron (to yield 1/8 teaspoon ground saffron)
snickerdoodle-cookies,0.5,-1.0,vanilla bean
snickerdoodle-cookies,2.0,14.8,milk
snickerdoodle-cookies,2.0,236.6,(9.9 oz / 280 g) all-purpose flour
snickerdoodle-cookies,1.0,14.8,baking soda
snickerdoodle-cookies,0.5,236.6,(4 oz / 113 g) unsalted butter
snickerdoodle-cookies,0.5,236.6,(3.5 oz / 100 g) granulated sugar
snickerdoodle-cookies,0.5,236.6,(3.8 oz / 109 g) packed light brown sugar
snickerdoodle-cookies,1.0,14.8,kosher salt
snickerdoodle-cookies,1.0,-1.0,egg (1.8 oz / 50 g)
snickerdoodle-cookies,0.5,14.8,vanilla extract
strawberry-rhubarb-crumble,0.0,-1.0,butter for greasing skillet/pan (about 1 tablespoon)
strawberry-rhubarb-crumble,0.75,236.6,/ 3 oz / 85 g spelt or wwp flour
strawberry-rhubarb-crumble,0.6,236.6,/ 3 oz / 85 pine nuts
strawberry-rhubarb-crumble,0.5,236.6,/ 1.5 oz / 45 g rolled oats
strawberry-rhubarb-crumble,0.5,236.6,/ 2 oz / 60 g natural cane sugar
strawberry-rhubarb-crumble,0.5,14.8,fine grain sea salt
strawberry-rhubarb-crumble,0.125,14.8,freshly ground black pepper
strawberry-rhubarb-crumble,0.3,236.6,/ 2.5 oz / 75 g unsalted butter
strawberry-rhubarb-crumble,1.0,14.8,cornstarch
strawberry-rhubarb-crumble,0.5,236.6,/ 2 oz / 60 g natural cane sugar (or Muscovado sugar)
strawberry-rhubarb-crumble,0.5,453.6,/ 8 ounces / 225 g hulled medium strawberries
strawberry-rhubarb-crumble,12.0,28.4,trimmed rhubarb
buttermilk-berry-muffin-recipe,1.25,236.6,/ 5 1/2 oz / 160 g whole wheat pastry flour
buttermilk-berry-muffin-recipe,2.25,236.6,/ 10 1/2 oz / 295 g unbleached all-purpose flour
buttermilk-berry-muffin-recipe,0.5,236.6,/ 3 1/2 oz / 100 g firmly packed brown sugar
buttermilk-berry-muffin-recipe,0.75,14.8,fine grain sea salt
buttermilk-berry-muffin-recipe,0.5,14.8,baking soda
buttermilk-berry-muffin-recipe,2.0,14.8,baking powder
buttermilk-berry-muffin-recipe,5.5,28.3,mashed
buttermilk-berry-muffin-recipe,240.0,1.0,buttermilk
buttermilk-berry-muffin-recipe,3.0,-1.0,large eggs
buttermilk-berry-muffin-recipe,1.0,14.8,vanilla extract
buttermilk-berry-muffin-recipe,0.5,236.6,/ 4 oz / 115 g unsalted butter
buttermilk-berry-muffin-recipe,0.0,-1.0,rose cinnamon sugar*
coconut-baked-oatmeal,3.0,14.8,unsalted butter or coconut oil
coconut-baked-oatmeal,2.0,-1.0,bananas
coconut-baked-oatmeal,1.0,-1.0,grapefruit
coconut-baked-oatmeal,2.0,236.6,rolled oats
coconut-baked-oatmeal,0.5,236.6,shredded coconut
coconut-baked-oatmeal,1.0,14.8,baking powder
coconut-baked-oatmeal,0.5,14.8,fine-grain salt
coconut-baked-oatmeal,0.3,236.6,maple syrup (or coconut nectar)
coconut-baked-oatmeal,1.0,236.6,full-fat coconut milk
coconut-baked-oatmeal,1.0,236.6,water
coconut-baked-oatmeal,1.0,-1.0,large egg
coconut-baked-oatmeal,2.0,14.8,vanilla extract
coconut-baked-oatmeal,3.0,-1.0,(blood) oranges
healthful-double-chocolate-cookies,3.0,-1.0, ripe bananas
healthful-double-chocolate-cookies,1.0,14.8,vanilla extract
healthful-double-chocolate-cookies,0.25,236.6,coconut oil
healthful-double-chocolate-cookies,2.0,236.6,rolled oats
healthful-double-chocolate-cookies,0.3,236.6,ground sunflower seeds
healthful-double-chocolate-cookies,0.3,236.6,cacao powder
healthful-double-chocolate-cookies,0.3,236.6,coconut
healthful-double-chocolate-cookies,0.5,14.8,fine grain sea salt
healthful-double-chocolate-cookies,1.0,14.8,baking powder
healthful-double-chocolate-cookies,6.0,28.4,chocolate chips or dark chocolate bar chopped
baked-doughnuts,1.3,236.6,warm milk
baked-doughnuts,1.0,-1.0,packet active dry yeast (2 1/4 teaspoons)
baked-doughnuts,2.0,14.8,butter
baked-doughnuts,0.6,236.6,sugar
baked-doughnuts,2.0,-1.0,eggs
baked-doughnuts,5.0,236.6,all-purpose flour (alternately
baked-doughnuts,0.0,-1.0,A pinch or two of nutmeg
baked-doughnuts,1.0,14.8,fine grain sea salt
baked-doughnuts,0.5,236.6,unsalted butter
baked-doughnuts,1.5,236.6,sugar
baked-doughnuts,1.0,14.8,cinnamon
triple-ginger-cookies,0.5,-1.0,+ cup large-grain sugar (i.e. turbinado)
triple-ginger-cookies,2.0,236.6,spelt flour OR whole wheat pastry flour
triple-ginger-cookies,1.0,14.8,baking soda
triple-ginger-cookies,1.0,14.8,ground star anise (or allspice)
triple-ginger-cookies,4.5,14.8,ground ginger
triple-ginger-cookies,0.5,14.8,fine grain sea salt
triple-ginger-cookies,1.0,-1.0,stick (1/2 cup) unsalted butter
triple-ginger-cookies,0.25,236.6,unsulphured molasses (I use Wholesome Sweeteners brand)
triple-ginger-cookies,0.6,236.6,fine grain natural cane sugar
triple-ginger-cookies,1.5,14.8,fresh ginger
triple-ginger-cookies,1.0,-1.0,large egg
triple-ginger-cookies,1.0,236.6,crystallized ginger
triple-ginger-cookies,2.0,-1.0,lemons
toasted-almond-sable-cookies,1.0,236.6,/ 4.5 oz / 130 g unbleached all-purpose flour
toasted-almond-sable-cookies,0.0,-1.0,Scant 1 cup / 4 oz / 115g whole wheat flour
toasted-almond-sable-cookies,0.5,453.6,(2 sticks) salted butter
toasted-almond-sable-cookies,0.5,236.6,/ 3.5 oz / 100 g sugar
toasted-almond-sable-cookies,0.25,14.8,fine sea salt
toasted-almond-sable-cookies,1.0,14.8,pure vanilla extract
toasted-almond-sable-cookies,0.3,236.6,/ 1 oz / 30 g lightly toasted sliced almonds
toasted-almond-sable-cookies,0.5,236.6,/ 2.5 oz / currants
toasted-almond-sable-cookies,0.0,-1.0,large grain sugar
kale-quinoa-bites,0.0,-1.0,unsalted butter
kale-quinoa-bites,2.5,236.6,cooked quinoa
kale-quinoa-bites,4.0,-1.0,large eggs
kale-quinoa-bites,0.0,-1.0,scant 1/2 teaspoon fine grain sea salt
kale-quinoa-bites,1.0,-1.0,small onion
kale-quinoa-bites,0.5,236.6,crumbled feta
kale-quinoa-bites,1.0,-1.0,garlic
kale-quinoa-bites,1.0,236.6,very finely chopped kale
kale-quinoa-bites,0.5,236.6,shelled edamame
kale-quinoa-bites,0.75,236.6,breadcrumbs
whole-wheat-chocolate-chip-skillet-cookie,3.0,236.6,/ 13.5 oz / 380 g whole-wheat flour
whole-wheat-chocolate-chip-skillet-cookie,1.5,14.8,baking powder
whole-wheat-chocolate-chip-skillet-cookie,1.0,14.8,baking soda
whole-wheat-chocolate-chip-skillet-cookie,1.25,14.8,fine grain sea salt
whole-wheat-chocolate-chip-skillet-cookie,8.0,28.4,/ 225 g (2 sticks) room temperature unsalted butter
whole-wheat-chocolate-chip-skillet-cookie,1.0,236.6,/ 5 oz / 140 g dark brown sugar
whole-wheat-chocolate-chip-skillet-cookie,1.0,236.6,/ 7 oz / 200 g natural cane sugar
whole-wheat-chocolate-chip-skillet-cookie,2.0,-1.0,large eggs
whole-wheat-chocolate-chip-skillet-cookie,2.0,14.8,pure vanilla extract
whole-wheat-chocolate-chip-skillet-cookie,8.0,28.4,/ 225 g bittersweet chocolate
perfect-healthy-granola-recipe,2.0,236.6,rolled oats
perfect-healthy-granola-recipe,5.0,14.8,black cocoa powder or cocoa powder
perfect-healthy-granola-recipe,0.25,236.6,sunflower seeds
perfect-healthy-granola-recipe,0.25,236.6,white sesame seeds
perfect-healthy-granola-recipe,0.25,236.6,quinoa crispies
perfect-healthy-granola-recipe,0.25,236.6,cacao nibs
perfect-healthy-granola-recipe,0.5,14.8,salt
perfect-healthy-granola-recipe,0.5,236.6,aquafaba*
perfect-healthy-granola-recipe,1.0,14.8,extra virgin olive oil
perfect-healthy-granola-recipe,0.3,236.6,runny honey
perfect-healthy-granola-recipe,1.0,14.8,vanilla extract
perfect-healthy-granola-recipe,0.5,236.6,unsweetened toasted coconut flakes
chocolate-devils-food-cake-recipe,1.5,236.6,plus 1 tablespoon / 200g all-purpose flour
chocolate-devils-food-cake-recipe,1.0,236.6,/ 100g cocoa powder
chocolate-devils-food-cake-recipe,1.0,14.8,kosher salt
chocolate-devils-food-cake-recipe,2.0,14.8,baking soda
chocolate-devils-food-cake-recipe,1.0,14.8,baking powder
chocolate-devils-food-cake-recipe,2.25,236.6,/ 450g sugar
chocolate-devils-food-cake-recipe,2.0,-1.0,eggs
chocolate-devils-food-cake-recipe,1.0,14.8,vanilla extract
chocolate-devils-food-cake-recipe,0.75,236.6,plus 2 tablespoons / 200g buttermilk or plain yogurt
chocolate-devils-food-cake-recipe,7.0,14.8,/ 100g vegetable oil*
chocolate-devils-food-cake-recipe,1.0,236.6,/ 225g hot water
chocolate-devils-food-cake-recipe,3.0,-1.0,egg whites
chocolate-devils-food-cake-recipe,2.25,236.6,/ 450g sugar
chocolate-devils-food-cake-recipe,0.5,236.6,/ 120g water
chocolate-devils-food-cake-recipe,1.5,14.8,golden syrup
chocolate-devils-food-cake-recipe,0.0,-1.0,a pinch of salt
chocolate-devils-food-cake-recipe,1.5,14.8,vanilla extract
anzac-cookies,1.0,236.6,flour (all-purpose or whole wheat pastry)
anzac-cookies,1.0,236.6,rolled oats
anzac-cookies,0.5,236.6,sugar
anzac-cookies,0.5,236.6,fine grain natural cane sugar OR brown sugar
anzac-cookies,1.0,236.6,finely shredded non-sweetened coconut
anzac-cookies,0.0,-1.0,scant 1/2 teaspoon fine sea salt
anzac-cookies,0.5,236.6,butter
anzac-cookies,2.0,14.8,golden syrup or honey
anzac-cookies,0.0,-1.0,zest of one medium orange
anzac-cookies,1.0,14.8,boiling water
anzac-cookies,0.5,14.8,baking soda
anzac-cookies,1.0,14.8,orange blossom water*
whole-wheat-blackberry-ricotta-scones,1.0,236.6,(120 grams) whole-wheat flour
whole-wheat-blackberry-ricotta-scones,1.0,236.6,(125 grams) all-purpose flour
whole-wheat-blackberry-ricotta-scones,1.0,14.8,(15 grams) baking powder
whole-wheat-blackberry-ricotta-scones,0.25,236.6,(50 grams) sugar
whole-wheat-blackberry-ricotta-scones,0.5,14.8,fine grain sea salt
whole-wheat-blackberry-ricotta-scones,6.0,14.8,(3 ounces or 85 grams) unsalted butter
whole-wheat-blackberry-ricotta-scones,1.0,236.6,(4 3/4 ounces or 135 grams) fresh blackberries
whole-wheat-blackberry-ricotta-scones,0.75,236.6,(190 grams) whole-milk ricotta
whole-wheat-blackberry-ricotta-scones,0.3,236.6,(80 ml) heavy cream
lemony-olive-oil-banana-bread-recipe,1.0,236.6,/ 4.5 oz / 125g all-purpose flour
lemony-olive-oil-banana-bread-recipe,1.0,236.6,/ 5 oz / 140g whole wheat flour
lemony-olive-oil-banana-bread-recipe,0.75,236.6,/ 4.5 oz / 125 g dark muscovado or dark brown sugar
lemony-olive-oil-banana-bread-recipe,0.75,14.8,baking soda
lemony-olive-oil-banana-bread-recipe,0.5,14.8,kosher salt
lemony-olive-oil-banana-bread-recipe,1.0,236.6,/ 4 oz / 115 g coarsely chopped bittersweet chocolate
lemony-olive-oil-banana-bread-recipe,0.3,236.6,/ 80 ml extra-virgin olive oil
lemony-olive-oil-banana-bread-recipe,2.0,-1.0,large eggs
lemony-olive-oil-banana-bread-recipe,1.5,236.6,/ 12 oz / 340 g mashed
lemony-olive-oil-banana-bread-recipe,0.25,236.6,/ 60 ml plain
lemony-olive-oil-banana-bread-recipe,1.0,14.8,freshly grated lemon zest
lemony-olive-oil-banana-bread-recipe,1.0,14.8,vanilla extract
lemony-olive-oil-banana-bread-recipe,0.5,236.6,/ 3 oz / 85 g sifted dark muscovado or dark brown sugar
lemony-olive-oil-banana-bread-recipe,0.5,236.6,/ 2 oz / 55g confectioners' sugar
lemony-olive-oil-banana-bread-recipe,4.0,14.8,freshly squeezed lemon juice
whole-wheat-oatmeal-chocolate-chip-cookies,2.75,236.6,/ 9 oz / 255 rolled oats (not instant)
whole-wheat-oatmeal-chocolate-chip-cookies,1.0,236.6,/ 4.5 oz / 125 g whole wheat flour
whole-wheat-oatmeal-chocolate-chip-cookies,0.6,236.6,/ 1 1/2 oz / 45 g wheat bran (or germ)
whole-wheat-oatmeal-chocolate-chip-cookies,1.0,14.8,baking soda
whole-wheat-oatmeal-chocolate-chip-cookies,1.5,14.8,baking powder
whole-wheat-oatmeal-chocolate-chip-cookies,1.0,14.8,fine grain sea salt
whole-wheat-oatmeal-chocolate-chip-cookies,1.0,236.6,/ 8 oz / 225 g unsalted butter
whole-wheat-oatmeal-chocolate-chip-cookies,1.0,236.6,/ 6.5 oz / 185 g natural cane sugar or light brown sugar
whole-wheat-oatmeal-chocolate-chip-cookies,1.0,236.6,/ 6 oz / 170 g firmly packed Muscovado or dark brown sugar
whole-wheat-oatmeal-chocolate-chip-cookies,2.0,-1.0,large eggs
whole-wheat-oatmeal-chocolate-chip-cookies,2.0,14.8,vanilla extract
whole-wheat-oatmeal-chocolate-chip-cookies,10.0,28.3,/ 285 g semi-sweet chocolate bar
healthy-cookie-recipe,1.0,14.8,vanilla extract
healthy-cookie-recipe,0.25,236.6,coconut oil
healthy-cookie-recipe,2.0,236.6,rolled oats
healthy-cookie-recipe,0.6,236.6,almond meal
healthy-cookie-recipe,0.3,236.6,coconut
healthy-cookie-recipe,0.5,14.8,cinnamon
healthy-cookie-recipe,0.5,14.8,fine grain sea salt
healthy-cookie-recipe,1.0,14.8,baking powder
healthy-cookie-recipe,7.0,28.4,chocolate chips or dark chocolate bar chopped
frittata-recipe,2.0,-1.0,large cloves garlic
frittata-recipe,0.5,236.6,extra virgin olive oil
frittata-recipe,2.0,14.8,lemon juice
frittata-recipe,1.0,-1.0,small bunch cilantro
frittata-recipe,1.0,-1.0,green (serrano) chile
frittata-recipe,2.0,0.23,ground cumin
frittata-recipe,0.0,-1.0,a couple big pinches of salt
frittata-recipe,6.0,-1.0,large organic eggs
frittata-recipe,1.0,14.8,olive oil
frittata-recipe,1.0,-1.0,small yellow onion
frittata-recipe,3.0,-1.0,small potatoes
frittata-recipe,0.5,236.6,yellow zucchini or cauliflower
frittata-recipe,0.25,236.6,goat cheese
frittata-recipe,0.25,236.6,pumpkin seeds
frittata-recipe,0.0,-1.0,couple pinches of salt
perfect-stovetop-popcorn,0.5,236.6,high-quality popcorn kernels
perfect-stovetop-popcorn,3.0,14.8,melted butter or olive oil
perfect-stovetop-popcorn,0.25,14.8,fine grain sea salt
how-to-cook-quinoa,2.0,236.6,quinoa
how-to-cook-quinoa,3.3,236.6,water
how-to-cook-quinoa,0.5,14.8,fine grain sea salt
pesto-recipe,1.0,-1.0,large bunch of basil
pesto-recipe,3.0,-1.0,medium cloves of garlic
pesto-recipe,0.0,-1.0,one small handful of raw pine nuts
pesto-recipe,0.0,-1.0,roughly 3/4 cup Parmesan
pesto-recipe,0.0,-1.0,A few tablespoons of extra-virgin olive oil
citrus-recipes,1.5,236.6,/ 6 1/2 oz / 185g orange peel (from ~10 oranges)
citrus-recipes,1.0,14.8,fine grain sea salt
citrus-recipes,0.6,236.6,/ 100g peeled garlic cloves
citrus-recipes,0.25,236.6,orange juice
citrus-recipes,3.0,14.8,extra virgin olive oil
citrus-recipes,230.0,1.0,/ ~2 cups Meyer lemon peel (from ~20 lemons)
citrus-recipes,1.5,14.8,fine grain sea salt
citrus-recipes,0.5,236.6,/ 75g peeled garlic cloves
citrus-recipes,0.3,236.6,freshly squeezed Meyer lemon juice
citrus-recipes,3.0,14.8,extra virgin olive oil
citrus-recipes,100.0,1.0,Meyer Lemon Peel  (from 8-10 lemons)
citrus-recipes,200.0,1.0,sugar
citrus-recipes,0.0,-1.0,A few small rose geranium leaves
citrus-recipes,0.6,236.6,freshly squeezed Meyer lemon juice
citrus-recipes,1.5,236.6,/ 6 1/2 oz / 185g orange peel (from ~10 oranges)
citrus-recipes,370.0,1.0,sugar
citrus-recipes,0.6,236.6,freshly squeezed orange juice
how-to-make-ghee,1.0,453.6,/ 16 ounces / 450 g of the best quality
steaming-vegetables,0.0,-1.0,a sampling of seasonal vegetables
steaming-vegetables,0.0,-1.0,flaky sea salt
steaming-vegetables,0.0,-1.0,to finish: good olive oil
homemade-bouillon-recipe,5.0,28.4,/ 150 g leeks
homemade-bouillon-recipe,7.0,28.4,/ 200g fennel bulb
homemade-bouillon-recipe,7.0,28.4,/ 200g carrot
homemade-bouillon-recipe,3.5,28.4,/ 100 g celery
homemade-bouillon-recipe,3.5,28.4,/ 100g celery root (celeriac)
homemade-bouillon-recipe,1.0,28.4,/ 30g sun-dried tomatoes
homemade-bouillon-recipe,3.5,28.4,/ 100g shallots
homemade-bouillon-recipe,3.0,-1.0,medium garlic cloves
homemade-bouillon-recipe,9.0,28.4,/ 250g fine grain sea salt
homemade-bouillon-recipe,1.5,28.4,/ 40 g flat-leaf parsley
homemade-bouillon-recipe,2.0,28.4,/ 60g cilantro (coriander)
spoon-butter,3.5,28.4,/ 100 grams extra virgin coconut oil
spoon-butter,0.0,-1.0,~1 ounce / 35 grams beeswax
guacamole,1.0,-1.0,medium garlic clove
guacamole,0.5,14.8,salt
guacamole,4.0,-1.0,ripe avocados
guacamole,0.5,-1.0,medium white onion
guacamole,0.0,-1.0,a squeeze of fresh lime juice
how-to-cook-artichokes,0.0,-1.0,Artichokes
how-to-cook-artichokes,1.0,-1.0,lemon
how-to-cook-artichokes,0.0,-1.0,Extra virgin olive oil or clarified butter
how-to-cook-artichokes,0.0,-1.0,sea salt
how-to-make-swiss-meringue,6.0,28.4,egg whites (from ~5 eggs)
how-to-make-swiss-meringue,1.5,236.6,sugar (10.5 ounces)
how-to-make-swiss-meringue,0.25,14.8,cream of tartar
how-to-make-swiss-meringue,0.25,14.8,fine grain salt
how-to-make-swiss-meringue,1.0,14.8,almond extract
deviled-eggs,1.0,14.8,dill seed
deviled-eggs,1.0,-1.0,dozen eggs
deviled-eggs,0.25,236.6,Greek yogurt
deviled-eggs,1.0,14.8,extra-virgin olive oil
deviled-eggs,0.0,-1.0,scant 1/2 teaspoon fine-grain sea salt
deviled-eggs,3.0,14.8,finely snipped chives
deviled-eggs,2.0,14.8,finely chopped chervil
deviled-eggs,1.0,14.8,finely chopped dill
deviled-eggs,0.25,236.6,sliced almonds
five-minute-tomato-sauce-recipe,0.25,236.6,extra virgin olive oil
five-minute-tomato-sauce-recipe,1.5,14.8,crushed red pepper flakes
five-minute-tomato-sauce-recipe,0.5,14.8,fine grain sea salt
five-minute-tomato-sauce-recipe,3.0,-1.0,medium cloves of garlic
five-minute-tomato-sauce-recipe,1.0,793.8,can crushed red tomatoes
five-minute-tomato-sauce-recipe,0.0,-1.0,zest of one lemon
celery-salt,0.0,-1.0,from one bunch of celery
celery-salt,0.0,-1.0,flaky sea salt (see head notes)
best-pizza-dough-ever,4.5,236.6,(20.25 ounces) unbleached high-gluten
best-pizza-dough-ever,1.75,-1.0,(.44 ounce) teaspoons salt
best-pizza-dough-ever,1.0,14.8,(.11 ounce) instant yeast
best-pizza-dough-ever,1.75,236.6,(14 ounces) water
best-pizza-dough-ever,0.0,-1.0,Semolina flour OR cornmeal for dusting
toasted-coconut-milk,1.5,236.6,toasted coconut
toasted-coconut-milk,4.0,236.6,water
toasted-coconut-milk,0.0,-1.0,fine grain sea or Himalayan salt
step-up-your-guacamole-game,2.0,-1.0,ripe avocados
step-up-your-guacamole-game,2.0,14.8,fresh lemon juice
step-up-your-guacamole-game,0.0,-1.0,Scant 1/2 teaspoon fine-grain sea salt
step-up-your-guacamole-game,0.5,236.6,coarsely chopped fresh cilantro
step-up-your-guacamole-game,1.0,14.8,clarified butter or extra-virgin coconut oil
step-up-your-guacamole-game,1.0,14.8,black or brown mustard seeds
step-up-your-guacamole-game,1.0,-1.0,small yellow onion
step-up-your-guacamole-game,2.0,-1.0,garlic
step-up-your-guacamole-game,1.0,14.8,Indian curry powder
step-up-your-guacamole-game,1.0,-1.0,small serrano chile
vitamin-c-honey,0.25,14.8,cayenne powder
vitamin-c-honey,1.0,14.8,pitaya (dragonfruit) powder
vitamin-c-honey,2.0,14.8,hibiscus powder
vitamin-c-honey,2.0,14.8,acerola cherry powder (natural vitamin C powder)*
vitamin-c-honey,2.0,14.8,rose hip powder
vitamin-c-honey,3.0,236.6,of runny
turmeric-soaked-chickpeas,1.0,453.6,dried chickpeas
turmeric-soaked-chickpeas,1.0,14.8,dried turmeric powder
turmeric-soaked-chickpeas,6.0,236.6,water
turmeric-soaked-chickpeas,0.0,-1.0,salt to taste
no-bone-broth-recipe,3.0,-1.0,(2-inch) pieces of kombu
no-bone-broth-recipe,8.0,236.6,water
no-bone-broth-recipe,1.0,-1.0,yellow onion
no-bone-broth-recipe,1.0,14.8,olive oil
no-bone-broth-recipe,1.0,-1.0,carrot
no-bone-broth-recipe,1.0,-1.0,leek
no-bone-broth-recipe,0.5,236.6,dried porcini
no-bone-broth-recipe,1.0,-1.0,(2-inch) piece of ginger
no-bone-broth-recipe,1.0,-1.0,(2-inch) piece of turmeric
no-bone-broth-recipe,1.0,-1.0,head garlic
no-bone-broth-recipe,2.0,14.8,dried
no-bone-broth-recipe,6.0,-1.0,sprigs of thyme
no-bone-broth-recipe,2.0,-1.0,bay leaves
no-bone-broth-recipe,1.0,14.8,black peppercorns
no-bone-broth-recipe,3.0,-1.0,dried red chiles
pickled-turmeric-eggs,1.3,236.6,apple cider vinegar
pickled-turmeric-eggs,0.5,236.6,water
pickled-turmeric-eggs,2.0,14.8,sugar
pickled-turmeric-eggs,1.0,14.8,fine grain salt
pickled-turmeric-eggs,2.0,14.8,ground turmeric
pickled-turmeric-eggs,0.5,-1.0,onion (or 4 shallots)
pickled-turmeric-eggs,1.0,14.8,whole peppercorns
pickled-turmeric-eggs,6.0,-1.0,hard-boiled eggs*
golden-beet-hummus-recipe,14.0,28.4,can chickpeas
golden-beet-hummus-recipe,1.0,-1.0,medium golden beet (raw)
golden-beet-hummus-recipe,6.0,14.8,fresh lemon juice (2 lemons)
golden-beet-hummus-recipe,4.0,-1.0,medium garlic cloves
golden-beet-hummus-recipe,0.25,14.8,fine grain sea salt
golden-beet-hummus-recipe,2.0,14.8,tahini
golden-beet-hummus-recipe,0.3,236.6,ice water
best-waffle-recipe,1.0,236.6,| 4.5 oz | 120 g whole wheat flour
best-waffle-recipe,2.0,236.6,| 9 oz | 225 g all-purpose flour
best-waffle-recipe,0.5,236.6,| 1.75 oz | 50 g rolled oats or 1/2 cup | 1.5 oz | 40 g wheat germ
best-waffle-recipe,4.0,28.3,| 110 g organic cornstarch or rice flour
best-waffle-recipe,2.0,14.8,fine-grain sea salt
best-waffle-recipe,2.0,14.8,baking powder
best-waffle-recipe,1.0,14.8,baking soda
best-waffle-recipe,4.0,236.6,| 1 L buttermilk
best-waffle-recipe,0.5,236.6,| 4 oz | 115 g butter
best-waffle-recipe,4.0,-1.0,eggs
sofrito,0.25,236.6,olive oil
sofrito,1.0,-1.0,yellow onion
sofrito,2.0,-1.0,garlic
sofrito,0.5,-1.0,green bell pepper
sofrito,0.5,236.6,red wine (or white)
sofrito,28.0,28.4,cans of whole tomatoes
sofrito,1.0,-1.0,sprig rosemary
sofrito,0.0,-1.0,scant 1/2 teaspoon fine grain sea salt
how-to-make-simple-vegan-mayo,1.0,397.0,can of chickpeas
how-to-make-simple-vegan-mayo,1.0,-1.0,small clove of garlic
how-to-make-simple-vegan-mayo,2.0,14.8,lemon juice
how-to-make-simple-vegan-mayo,1.0,14.8,Dijon-style mustard
how-to-make-simple-vegan-mayo,0.3,236.6,extra virgin olive oil
how-to-make-simple-vegan-mayo,0.25,14.8,fine grain sea salt
instant-pot-hummus-recipe,8.0,28.4,(1 1/4 cups) dried chickpeas
instant-pot-hummus-recipe,1.5,14.8,kosher salt
instant-pot-hummus-recipe,0.0,-1.0,Juice of 1 lemon
instant-pot-hummus-recipe,2.0,-1.0,garlic cloves
instant-pot-hummus-recipe,0.25,14.8,ground cumin
instant-pot-hummus-recipe,0.3,236.6,tahini
instant-pot-hummus-recipe,0.0,-1.0,Ice water
instant-pot-hummus-recipe,2.0,14.8,extra-virgin olive oil
homemade-strawberry-almond-milk,1.0,236.6,raw almonds
homemade-strawberry-almond-milk,0.0,-1.0,filtered water
homemade-strawberry-almond-milk,0.0,-1.0,maple syrup
homemade-strawberry-almond-milk,0.0,-1.0,generous pinch of sea salt
homemade-strawberry-almond-milk,15.0,-1.0,ripe strawberries
homemade-strawberry-almond-milk,0.5,14.8,almond or vanilla extract
curry-paste-recipe,0.5,236.6,thinly sliced lemongrass
curry-paste-recipe,0.25,236.6,roughly sliced galangal
curry-paste-recipe,10.0,-1.0,large dried chiles (I used 5 California + 5 new Mexico chiles)
curry-paste-recipe,4.0,-1.0,makrut lime leaves
curry-paste-recipe,0.5,236.6,roughly sliced shallots
curry-paste-recipe,0.75,236.6,garlic
curry-paste-recipe,0.0,-1.0,small splash of (thin) soy sauce
curry-paste-recipe,0.3,236.6,sunflower oil (or prefered veg. oil)
lemongrass-turmeric-curry-paste,4.0,-1.0,lemongrass stalks
lemongrass-turmeric-curry-paste,6.0,-1.0,medium garlic cloves
lemongrass-turmeric-curry-paste,6.0,-1.0,medium shallots
lemongrass-turmeric-curry-paste,3.0,-1.0,medium serrano chiles
lemongrass-turmeric-curry-paste,3.0,-1.0,piece of ginger
lemongrass-turmeric-curry-paste,1.5,14.8,ground cumin
lemongrass-turmeric-curry-paste,2.0,14.8,ground turmeric
lemongrass-turmeric-curry-paste,0.25,236.6,good extra-virgin coconut
