,Year,Month,State,Genus Species,Serotype or Genotype,Etiology Status,Location of Preparation,Illnesses,Hospitalizations,Deaths,Food Vehicle,Contaminated Ingredient,Class,Type,Group,Food,Allergy
9132,2001.0,2.0,Florida,,,,Restaurant - other or unknown type,3.0,,,"ethnic style, buffet",,,,,,
9133,2001.0,2.0,Florida,,,,Restaurant - other or unknown type,5.0,,,"chicken, sesame",,,,,,
9134,2001.0,2.0,Florida,Norovirus unknown,,Suspected,Grocery store,6.0,,,"cake, unspecified",,,,,,
9135,2001.0,2.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"pizza, meat",,,,,,
9136,2001.0,3.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"fried rice, unspecified; chicken, unspecified; crab dishes",,,,,,
9137,2001.0,3.0,Florida,,,,Restaurant - other or unknown type,4.0,,,"chicken, unspecified",,,,,,
9138,2001.0,3.0,Florida,,,,Grocery store,3.0,,,"sandwich, cuban",,,,,,
9139,2001.0,4.0,Florida,Salmonella enterica,unknown,Suspected,Restaurant - other or unknown type,2.0,,,"chicken, fried",,,,,,
9140,2001.0,4.0,Florida,,,,Grocery store,2.0,,,"sausage, italian",,,,,,
9141,2001.0,6.0,Washington,Norovirus unknown,,Confirmed,Other (describe in remarks),37.0,1.0,0.0,,,,,,,
9142,2001.0,3.0,Washington,Campylobacter jejuni,,Confirmed,Restaurant - other or unknown type,2.0,0.0,0.0,"quail, unspecified",,,,,,
9143,2001.0,3.0,Washington,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,16.0,0.0,0.0,"turkey, unspecified; ham, unspecified",,,,,,
9144,2001.0,3.0,Washington,Norovirus unknown,,Suspected,Private home/residence,17.0,0.0,0.0,"lettuce-based salads unspecified; bread, unspecified",,,,,,
9145,2001.0,9.0,Washington,Norovirus unknown,,Suspected,School/college/university,43.0,0.0,0.0,lettuce-based salads unspecified,,,,,,
9146,2001.0,7.0,Washington,Salmonella enterica,Newport,Confirmed,Restaurant - other or unknown type,20.0,4.0,0.0,multiple foods,,,,,,
9147,2001.0,1.0,Washington,Norovirus unknown,,Suspected,Restaurant - other or unknown type,4.0,1.0,0.0,,,,,,,
9148,2001.0,10.0,Washington,Other - Chemical/Toxin,,Suspected,Other (describe in remarks),2.0,0.0,0.0,coffee speciality drink,,,,,,
9149,2001.0,11.0,New York,Norovirus unknown,,Confirmed,Other (describe in remarks),28.0,,,,,,,,,
9150,2001.0,4.0,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,3.0,,,"cheese, unspecified",,,,,,
9151,2001.0,4.0,Florida,,,,Restaurant - other or unknown type,2.0,1.0,,"pizza, meat",,,,,,
9152,2001.0,4.0,Florida,,,,Restaurant - other or unknown type,3.0,,,"pizza, meat",,,,,,
9153,2001.0,5.0,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2.0,,,"sandwich, roast beef",,,,,,
9154,2001.0,4.0,Florida,Bacillus cereus,,Suspected,Restaurant - other or unknown type,2.0,,,chicken fried rice,,,,,,
9155,2001.0,5.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"chicken, other",,,,,,
9156,2001.0,4.0,Florida,Norovirus Genogroup II,unknown,Confirmed,Long-term care/nursing home/assisted living facility,81.0,2.0,,,,,,,,
9157,2001.0,5.0,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,3.0,,,potato skins,,,,,,
9158,2001.0,5.0,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,5.0,,,"sandwich, unspecified",,,,,,
9159,2001.0,6.0,Florida,,,,Unknown,2.0,,,sushi rice,,,,,,
9160,2001.0,12.0,Minnesota,Bacillus cereus,,Suspected,Caterer (food prepared off-site from where served),10.0,0.0,0.0,"condiment, unspecified; vegetable dip, unspecified",,,,,,
9161,2001.0,12.0,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,6.0,0.0,0.0,multiple foods,,,,,,
9162,2001.0,6.0,Connecticut,Staphylococcus aureus,,Confirmed,Restaurant - other or unknown type,2.0,0.0,0.0,"pizza, meat",,,,,,
9163,2001.0,12.0,Tennessee,Staphylococcus aureus,,Confirmed,Office/indoor workplace,62.0,1.0,0.0,"turkey, unspecified; ham, unspecified",,,,,,
9164,2001.0,7.0,Massachusetts,,,,Caterer (food prepared off-site from where served); Religious facility,19.0,0.0,0.0,"cheese dish, other; rice dishes, unspecified",,,,,,
9165,2001.0,7.0,Washington,,,,Restaurant - other or unknown type,4.0,0.0,0.0,"ground beef, other",,,,,,
9166,2001.0,9.0,Washington,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,School/college/university,14.0,0.0,0.0,"pear, unspecified",,,,,,
9167,2001.0,10.0,Washington,Norovirus Genogroup I,GI_1,Confirmed,Restaurant - other or unknown type,56.0,0.0,0.0,green salad,,,,,,
9168,2001.0,6.0,Washington,Norovirus unknown,,Suspected,School/college/university,37.0,0.0,0.0,green salad,,,,,,
9169,2001.0,6.0,Georgia,Staphylococcus aureus,,Confirmed,"Fair, festival, other temp or mobile services",20.0,,,"bbq, unspecified",,,,,,
9170,2001.0,6.0,Georgia,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4.0,0.0,0.0,,,,,,,
9171,2001.0,1.0,Georgia,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,95.0,0.0,0.0,,,,,,,
9172,2001.0,2.0,Georgia,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,80.0,3.0,0.0,green salad,,,,,,
9173,2000.0,4.0,Texas,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type; Private home/residence,13.0,,,"ground beef, hamburger",,,,,,
9174,2001.0,2.0,Georgia,Staphylococcus aureus,,Confirmed,Office/indoor workplace,12.0,4.0,0.0,"egg-in-muffin-style sandwich; biscuit, unspecified; sausage, pork",,,,,,
9175,2001.0,3.0,Georgia,,,,Restaurant - other or unknown type,7.0,0.0,0.0,"biscuit, unspecified; crab, steamed; shrimp, unspecified",,,,,,
9176,2001.0,10.0,Texas,,,,Restaurant - other or unknown type,2.0,,,,,,,,,
9177,2001.0,3.0,Georgia,,,,Restaurant - other or unknown type,6.0,0.0,0.0,,,,,,,
9178,2001.0,9.0,Texas,Salmonella enterica,,Suspected,Restaurant - other or unknown type,4.0,,,multiple salads,,,,,,
9179,2001.0,9.0,Illinois,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,"Fair, festival, other temp or mobile services",7.0,1.0,0.0,,,,,,,
9180,2001.0,12.0,Maryland,,,,Restaurant - other or unknown type,2.0,,,"rice, unspecified",,,,,,
9181,2001.0,12.0,Maryland,Norovirus Genogroup II,unknown,Confirmed,Private home/residence,67.0,2.0,0.0,shrimp salad,,,,,,
9182,2001.0,12.0,Maryland,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,30.0,0.0,0.0,"roast beef, other",,,,,,
9183,2001.0,2.0,Texas,,,,Restaurant - other or unknown type,6.0,0.0,0.0,,,,,,,
9184,2001.0,6.0,Texas,Bacillus cereus,,Suspected,Restaurant - other or unknown type,17.0,0.0,0.0,,,,,,,
9185,2001.0,8.0,Texas,,,,Restaurant - other or unknown type,7.0,0.0,0.0,,,,,,,
9186,2001.0,12.0,Tennessee,Staphylococcus aureus,,Confirmed,Private home/residence,19.0,0.0,0.0,"ham, unspecified",,,,,,
9187,2001.0,6.0,Georgia,,,,Restaurant - other or unknown type,3.0,0.0,0.0,,,,,,,
9188,2001.0,12.0,Minnesota,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,18.0,0.0,0.0,vegetable tray,,,,,,
9189,2001.0,6.0,Georgia,,,,Restaurant - other or unknown type,5.0,0.0,0.0,,,,,,,
9190,2001.0,7.0,Georgia,Norovirus Genogroup I,,Suspected,Unknown,30.0,0.0,0.0,ice,,,,,,
9191,2001.0,4.0,Georgia,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,3.0,1.0,1.0,"ground beef, unspecified",,,,,,
9192,2001.0,4.0,Georgia,Norovirus Genogroup I,,Confirmed,School/college/university,36.0,,,,,,,,,
9193,2001.0,4.0,Georgia,,,,Restaurant - other or unknown type,11.0,0.0,0.0,,,,,,,
9194,2001.0,4.0,Georgia,Staphylococcus aureus,,Confirmed,School/college/university,53.0,2.0,0.0,turkey and stuffing,,,,,,
9195,2001.0,4.0,Georgia,,,,Office/indoor workplace,99.0,0.0,0.0,,,,,,,
9196,2001.0,5.0,Georgia,Norovirus Genogroup I,,Confirmed,Caterer (food prepared off-site from where served),11.0,1.0,0.0,"burrito, chicken; quesadilla, chicken",,,,,,
9197,2001.0,5.0,Georgia,,,,Restaurant - other or unknown type,3.0,0.0,0.0,,,,,,,
9198,2001.0,5.0,Georgia,Norovirus Genogroup I,,Confirmed,School/college/university,329.0,2.0,0.0,"cake, cheese",,,,,,
9199,2001.0,6.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"beef, other",,,,,,
9200,2001.0,6.0,Florida,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,3.0,,,"sandwich, bacon, lettuce, tomato",,,,,,
9201,2001.0,6.0,Florida,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,7.0,,,"sandwich, chicken; pork, unspecified; coleslaw",,,,,,
9202,2001.0,5.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"seafood dish, unspecified; caesar salad",,,,,,
9203,2001.0,6.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"fish sandwich, unspecified",,,,,,
9204,2001.0,4.0,Florida,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,5.0,,,,,,,,,
9205,2001.0,5.0,Florida,,,,Restaurant - other or unknown type,28.0,,,,,,,,,
9206,2001.0,6.0,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,4.0,,,multiple foods,,,,,,
9207,2001.0,4.0,Florida,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,3.0,,,"fish, escolar",,,,,,
9208,2001.0,6.0,Florida,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4.0,,,"carrots, unspecified; celery, unspecified; lettuce, unspecified",,,,,,
9209,2001.0,12.0,Illinois,Norovirus Genogroup II,unknown,Confirmed,Other (describe in remarks),14.0,1.0,0.0,green pea salad,,,,,,
9210,2001.0,2.0,Florida,,,,Restaurant - other or unknown type,3.0,,,shrimp salad,,,,,,
9211,2001.0,3.0,Florida,,,,Restaurant - other or unknown type,4.0,,,"steak, other",,,,,,
9212,2001.0,5.0,Florida,Staphylococcus aureus,,Suspected,Grocery store,4.0,,,"chicken, other",,,,,,
9213,2001.0,5.0,Florida,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,2.0,,,"refried beans, unspecified",,,,,,
9214,2001.0,6.0,Florida,Staphylococcus aureus,,Suspected,Unknown,2.0,,,"taco, unspecified",,,,,,
9215,2001.0,7.0,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,4.0,,,"sandwich, chicken",,,,,,
9216,2001.0,7.0,Florida,,,,Restaurant - other or unknown type,2.0,1.0,,"beef, other; fried onions/onion rings, unspecified",,,,,,
9217,2001.0,12.0,Connecticut,Norovirus Genogroup I,,Confirmed,Caterer (food prepared off-site from where served),25.0,0.0,0.0,,,,,,,
9218,2001.0,12.0,Iowa,Norovirus Genogroup I,,Confirmed,Caterer (food prepared off-site from where served); Grocery store,44.0,1.0,0.0,"cookies, unspecified",,,,,,
9219,2001.0,12.0,Minnesota,Shigella sonnei,,Confirmed,School/college/university,30.0,0.0,0.0,"tartar sauce, unspecified; hot dog, unspecified; multiple foods",,,,,,
9220,2001.0,10.0,Florida,Norovirus Genogroup II,unknown,Confirmed,School/college/university,33.0,,,"shell eggs, boiled hard; macaroni salad; tuna salad",,,,,,
9221,2001.0,10.0,Florida,Norovirus Genogroup I,,Suspected,Grocery store,46.0,,,"sandwich, other egg/poultry; unspecified fruit",,,,,,
9222,2001.0,7.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"wonton, unspecified; rice, unspecified; shrimp, unspecified",,,,,,
9223,2001.0,7.0,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2.0,,,greek salad,,,,,,
9224,2001.0,7.0,Florida,,,,Hospital,3.0,,,"chicken, cordon bleu",,,,,,
9225,2001.0,8.0,Florida,,,,Restaurant - other or unknown type,5.0,,,"pizza, meat",,,,,,
9226,2001.0,8.0,Florida,,,,Restaurant - other or unknown type,2.0,,,crab dishes,,,,,,
9227,2001.0,8.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"steak, prime rib",,,,,,
9228,2001.0,8.0,Florida,,,,Restaurant - other or unknown type,6.0,,,"ethnic style, buffet",,,,,,
9229,2001.0,8.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"taco, chicken",,,,,,
9230,2001.0,9.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"chicken, other",,,,,,
9231,2001.0,9.0,Florida,,,,Restaurant - other or unknown type,2.0,,,meat sauce,,,,,,
9232,2001.0,10.0,Florida,,,,Restaurant - other or unknown type,2.0,,,shrimp scampi,,,,,,
9233,2001.0,10.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"ethnic style, buffet",,,,,,
9234,2001.0,11.0,Florida,Neurotoxic shellfish poison,,Suspected,Private home/residence,2.0,1.0,,"soup, other seafood chowder",,,,,,
9235,2001.0,9.0,Florida,Norovirus Genogroup I,,Suspected,Caterer (food prepared off-site from where served),13.0,,,tuna croissant,,,,,,
9236,2001.0,11.0,Tennessee,,,,Restaurant - other or unknown type,2.0,0.0,0.0,,,,,,,
9237,2001.0,2.0,Florida,Salmonella enterica,Enteritidis,Suspected,Restaurant - other or unknown type,2.0,,,,,,,,,
9238,2001.0,2.0,Florida,,,,Restaurant - other or unknown type,2.0,1.0,,,,,,,,
9239,2001.0,2.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"sushi, unspecified",,,,,,
9240,2001.0,5.0,Florida,,,,Restaurant - other or unknown type,3.0,,,,,,,,,
9241,2001.0,6.0,Florida,,,,Restaurant - other or unknown type,4.0,,,"chicken, unspecified",,,,,,
9242,2001.0,12.0,Illinois,,,,Unknown,4.0,,,,,,,,,
9243,2001.0,12.0,Georgia,Staphylococcus aureus,,Confirmed,Caterer (food prepared off-site from where served),17.0,0.0,0.0,turkey and stuffing,,,,,,
9244,2001.0,12.0,Connecticut,Norovirus Genogroup I,,Confirmed,Private home/residence; Grocery store,10.0,0.0,0.0,,,,,,,
9245,2001.0,12.0,Tennessee,Staphylococcus aureus,,Confirmed,Unknown,11.0,0.0,0.0,,,,,,,
9246,2001.0,12.0,Maryland,,,,Private home/residence; Caterer (food prepared off-site from where served),30.0,1.0,0.0,,,,,,,
9247,2001.0,5.0,New York,Shigella flexneri,serotype 2a,Confirmed,Restaurant - other or unknown type,886.0,22.0,,"tomato, unspecified",,,,,,
9248,2001.0,3.0,California,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,8.0,,,"oysters, raw",,,,,,
9249,2001.0,12.0,Illinois,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,27.0,0.0,0.0,"stuffing, unspecified",,,,,,
9250,2001.0,12.0,Illinois,,,,Restaurant - other or unknown type,19.0,,,,,,,,,
9251,2001.0,12.0,Illinois,,,,Restaurant - other or unknown type,8.0,,,,,,,,,
9252,2001.0,12.0,Iowa,Clostridium perfringens,,Confirmed,Other (describe in remarks),22.0,0.0,0.0,"gravy, beef; roast beef, other",sauces/ dressings,,,,,
9253,2001.0,12.0,Illinois,,,,Private home/residence,18.0,,,,,,,,,
9254,2001.0,12.0,Illinois,,,,Private home/residence,6.0,,,,,,,,,
9255,2001.0,12.0,Illinois,,,,Restaurant - other or unknown type; Other (describe in remarks),3.0,,,,,,,,,
9256,2001.0,9.0,Iowa,Norovirus Genogroup I,,Suspected,Caterer (food prepared off-site from where served),12.0,0.0,0.0,,,,,,,
9257,2001.0,8.0,Florida,,,,Restaurant - other or unknown type,4.0,,,"salad, unspecified",,,,,,
9258,2001.0,7.0,Florida,Salmonella enterica,Group B,Confirmed,Restaurant - other or unknown type,2.0,,,chicken and noodles,,,,,,
9259,2001.0,7.0,Florida,Salmonella enterica,unknown,Confirmed,Restaurant - other or unknown type,2.0,,,"chicken, other",,,,,,
9260,2001.0,8.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"gravy, unspecified",,,,,,
9261,2001.0,8.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"soup, beef-based",,,,,,
9262,2001.0,9.0,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2.0,,,"ribs, unspecified",,,,,,
9263,2001.0,9.0,Iowa,Salmonella enterica,Enteritidis,Confirmed,Other (describe in remarks),27.0,,0.0,"chicken, nuggets/fingers",chicken,,,,,
9264,2001.0,2.0,Iowa,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,22.0,0.0,0.0,,,,,,,
9265,2001.0,4.0,Iowa,Norovirus unknown,,Confirmed,Long-term care/nursing home/assisted living facility,24.0,0.0,0.0,,,,,,,
9266,2001.0,6.0,Iowa,,,,Unknown,15.0,,,,,,,,,
9267,2001.0,8.0,Florida,,,,Restaurant - other or unknown type,2.0,1.0,,,,,,,,
9268,2001.0,9.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"roast beef, unspecified",,,,,,
9269,2001.0,9.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"mussels, unspecified",,,,,,
9270,2001.0,5.0,Iowa,Salmonella enterica,Typhimurium,Confirmed,Private home/residence,21.0,3.0,0.0,speciality salads unspecified,chicken,,,,,
9271,2002.0,1.0,Maryland,Staphylococcus aureus; Bacillus cereus,,Suspected; Suspected,Restaurant - other or unknown type,3.0,0.0,0.0,"bread, garlic bread",,,,,,
9272,2001.0,11.0,New York,Norovirus Genogroup I,,Suspected,Caterer (food prepared off-site from where served); Other (describe in remarks),30.0,,,,,,,,,
9273,2001.0,3.0,New York,Salmonella enterica,,Suspected,Unknown,13.0,,,"chicken, other",,,,,,
9274,2001.0,9.0,Florida,Salmonella enterica,unknown,Confirmed,Restaurant - other or unknown type,2.0,,,potato salad,,,,,,
9275,2001.0,9.0,Florida,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,16.0,,,empanadas,,,,,,
9276,2001.0,10.0,Florida,Norovirus unknown,,Suspected,Restaurant - other or unknown type,2.0,,,house salad,,,,,,
9277,2001.0,10.0,Florida,,,,Restaurant - other or unknown type,2.0,,,tuna salad,,,,,,
9278,2001.0,4.0,Florida,Staphylococcus aureus,,Suspected,Private home/residence,5.0,,,"chicken, casserole",,,,,,
9279,2001.0,8.0,Florida,Norovirus unknown,,Suspected,Restaurant - other or unknown type,11.0,,,,,,,,,
9280,2001.0,12.0,Florida,Salmonella enterica,Oritamerin,Confirmed,Restaurant - other or unknown type,26.0,4.0,0.0,shrimp coconut,,,,,,
9281,2001.0,9.0,Florida,Ciguatoxin,,Suspected,Private home/residence,4.0,,,"fish, baracuda",,,,,,
9282,2001.0,1.0,Florida,Bacillus cereus,,Suspected,Restaurant - other or unknown type,2.0,,,"rice, unspecified",,,,,,
9283,2001.0,2.0,Florida,Norovirus unknown,,Suspected,Restaurant - other or unknown type,2.0,,,"oysters, raw",,,,,,
9284,2001.0,1.0,Florida,Cyclospora cayatenensis,,Confirmed,Restaurant - other or unknown type; Private home/residence,39.0,6.0,,,,,,,,
9285,2001.0,1.0,Florida,,,,Restaurant - other or unknown type,8.0,,,ice,,,,,,
9286,2001.0,5.0,Florida,,,,Restaurant - other or unknown type,2.0,,,tuna salad,,,,,,
9287,2001.0,2.0,Florida,Norovirus unknown,,Suspected,Restaurant - other or unknown type,5.0,,,"pizza, meat and vegetable",,,,,,
9288,2001.0,2.0,Florida,Norovirus unknown,,Suspected,Restaurant - other or unknown type,2.0,,,"pork, bbq",,,,,,
9289,2001.0,2.0,Florida,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,2.0,,,"pork, bbq",,,,,,
9290,2001.0,3.0,Florida,,,,Caterer (food prepared off-site from where served),33.0,,,"melon, unspecified",,,,,,
9291,2001.0,4.0,Florida,Scombroid toxin,,Suspected,Restaurant - other or unknown type,2.0,,,tuna steak,,,,,,
9292,2001.0,4.0,Florida,,,,Restaurant - other or unknown type,2.0,,,,,,,,,
9293,2001.0,8.0,Florida,Heavy metals,,Suspected,Restaurant - other or unknown type,6.0,,,"soup, gazpacho",,,,,,
9294,2001.0,8.0,Florida,,,,Restaurant - other or unknown type,4.0,,,,,,,,,
9295,2001.0,1.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"pizza, meat",,,,,,
9296,2001.0,2.0,Florida,,,,Restaurant - other or unknown type,2.0,,,coleslaw,,,,,,
9297,2001.0,1.0,Florida,,,,Restaurant - other or unknown type,2.0,,,,,,,,,
9298,2001.0,1.0,Florida,,,,Restaurant - other or unknown type,3.0,,,"chicken, other",,,,,,
9299,2001.0,3.0,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,4.0,,,"chicken, fried",,,,,,
9300,2001.0,12.0,Maryland,Scombroid toxin,,Suspected,Restaurant - other or unknown type,2.0,0.0,0.0,"fish, mahi mahi",fin fish,,,,,
9301,2001.0,3.0,Florida,,,,Restaurant - other or unknown type,2.0,,,unspecified fish,,,,,,
9302,2001.0,3.0,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,4.0,,,"ethnic style, buffet",,,,,,
9303,2001.0,4.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"chicken, other",,,,,,
9304,2001.0,7.0,Michigan,,,,Restaurant - other or unknown type,4.0,,,,,,,,,
9305,2001.0,7.0,Michigan,Salmonella enterica,,Confirmed,Restaurant - other or unknown type; Office/indoor workplace,34.0,2.0,0.0,egg salad/egg salad sandwich; tuna salad,,,,,,
9306,2001.0,1.0,Michigan,,,,Other (describe in remarks),30.0,1.0,0.0,,,,,,,
9307,2002.0,1.0,Minnesota,Bacillus cereus,,Confirmed,Restaurant - other or unknown type,6.0,0.0,0.0,"pizza, meat",,,,,,
9308,2001.0,7.0,Michigan,,,,Unknown,4.0,,,,,,,,,
9309,2001.0,10.0,Michigan,,,,Restaurant - other or unknown type,34.0,2.0,0.0,,,,,,,
9310,2001.0,9.0,Michigan,,,,Restaurant - other or unknown type,4.0,0.0,0.0,,,,,,,
9311,2001.0,9.0,Michigan,,,,Restaurant - other or unknown type,2.0,0.0,0.0,,,,,,,
9312,2001.0,8.0,Michigan,,,,Caterer (food prepared off-site from where served),21.0,0.0,0.0,,,,,,,
9313,2001.0,8.0,Michigan,,,,Restaurant - other or unknown type,3.0,0.0,0.0,,,,,,,
9314,2001.0,4.0,Michigan,Bacillus cereus,,Suspected,Restaurant - other or unknown type,100.0,0.0,0.0,,,,,,,
9315,2001.0,6.0,Michigan,,,,Restaurant - other or unknown type,4.0,0.0,0.0,,,,,,,
9316,2001.0,6.0,Michigan,Bacillus cereus,,Confirmed,Restaurant - other or unknown type,5.0,0.0,0.0,"ethnic style, unspecified; fried rice, unspecified",,,,,,
9317,2001.0,1.0,Michigan,,,,Restaurant - other or unknown type,2.0,0.0,0.0,,,,,,,
9318,2001.0,4.0,Michigan,,,,Restaurant - other or unknown type,2.0,0.0,0.0,,,,,,,
9319,2001.0,3.0,Michigan,,,,Restaurant - other or unknown type,4.0,0.0,0.0,,,,,,,
9320,2001.0,3.0,Michigan,,,,Restaurant - other or unknown type,2.0,0.0,0.0,"pasta, unspecified",,,,,,
9321,2001.0,3.0,Michigan,,,,Restaurant - other or unknown type; Other (describe in remarks),3.0,0.0,0.0,,,,,,,
9322,2001.0,4.0,Michigan,,,,Restaurant - other or unknown type,2.0,0.0,0.0,,,,,,,
9323,2001.0,4.0,Michigan,,,,Restaurant - other or unknown type,2.0,0.0,0.0,,,,,,,
9324,2001.0,5.0,Michigan,,,,Restaurant - other or unknown type; Other (describe in remarks),4.0,1.0,0.0,,,,,,,
9325,2002.0,1.0,Illinois,,,,Restaurant - other or unknown type,4.0,0.0,0.0,,,,,,,
9326,2002.0,1.0,Illinois,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,32.0,0.0,0.0,,,,,,,
9327,2001.0,12.0,Maryland,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type; Private home/residence; Other (describe in remarks),4.0,0.0,0.0,"american cheese, pasteurized; ground beef, hamburger",,,,,,
9328,2002.0,1.0,Maryland,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,3.0,0.0,0.0,,,,,,,
9329,2001.0,11.0,Maryland,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,7.0,1.0,0.0,,,,,,,
9330,2001.0,10.0,Idaho,Norovirus Genogroup I,,Confirmed,Private home/residence,17.0,0.0,0.0,"venison, other",,,,,,
9331,2002.0,1.0,Illinois,,,,Restaurant - other or unknown type,3.0,0.0,0.0,,,,,,,
9332,2001.0,5.0,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,3.0,,,"mussels, steamed",,,,,,
9333,2001.0,5.0,Florida,,,,Restaurant - other or unknown type,3.0,,,"sandwich, other specialty",,,,,,
9334,2001.0,5.0,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,6.0,,,salad bar,,,,,,
9335,2001.0,5.0,Florida,,,,Restaurant - other or unknown type,8.0,,,"chicken, fried",,,,,,
9336,2001.0,5.0,Florida,,,,Restaurant - other or unknown type,3.0,,,"chicken, nuggets/fingers",,,,,,
9337,2001.0,5.0,Florida,,,,Restaurant - other or unknown type,3.0,,,,,,,,,
9338,2001.0,6.0,Florida,Salmonella enterica,unknown,Confirmed,Restaurant - other or unknown type,2.0,1.0,,"chicken, buffalo wings",,,,,,
9339,2001.0,5.0,Florida,Norovirus unknown,,Suspected,Restaurant - other or unknown type,23.0,,,salad bar,,,,,,
9340,2001.0,5.0,Florida,Norovirus unknown,,Suspected,Private home/residence,20.0,,,shrimp salad,,,,,,
9341,2001.0,6.0,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2.0,,,chow mein; egg rolls,,,,,,
9342,2001.0,7.0,Florida,,,,Restaurant - other or unknown type,2.0,,,"taco, beef",,,,,,
9343,2001.0,10.0,Florida,Shigella unknown,,Confirmed,Restaurant - other or unknown type,8.0,2.0,,,,,,,,
9344,2001.0,11.0,Florida,,,,Restaurant - other or unknown type,5.0,,,,,,,,,
9345,2001.0,10.0,Maryland,,,,Restaurant - other or unknown type,2.0,0.0,0.0,"ground beef, hamburger",,,,,,
9346,2002.0,1.0,Tennessee,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,11.0,0.0,0.0,"cheese, unspecified; tomato, unspecified; lettuce, unspecified",,,,,,
9347,2001.0,1.0,Florida,,,,Restaurant - other or unknown type,2.0,,,unspecified fish,,,,,,
9348,2001.0,1.0,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,4.0,,,"sandwich, steak",,,,,,
9349,2001.0,1.0,Florida,,,,Restaurant - other or unknown type,3.0,,,"ground beef, hamburger",,,,,,
9350,2001.0,1.0,Florida,,,,Other (describe in remarks),2.0,,,"ground beef, hamburger",,,,,,
9351,2001.0,1.0,Florida,Salmonella enterica,unknown,Suspected,Restaurant - other or unknown type,3.0,3.0,,"ground beef, cheeseburger",,,,,,
9352,2001.0,1.0,Florida,Norovirus unknown,,Suspected,Restaurant - other or unknown type,81.0,,,"sandwich, other specialty",,,,,,
9353,2001.0,4.0,Washington,Norovirus Genogroup I,,Suspected,Private home/residence,5.0,0.0,0.0,lettuce-based salads unspecified,,,,,,
9354,2001.0,10.0,Washington,,,,Private home/residence,4.0,0.0,0.0,"crab, steamed",,,,,,
